number,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore,_art_year
87,Tiny and Big: Grandpa's Leftovers,"Jun 19, 2012",9.99,"500,000 .. 1,000,000",Black Pants Studio,Black Pants Studio,0.0,0.0,75.0,2012.0
112,Hard Reset Extended Edition,"Jul 12, 2012",14.99,"500,000 .. 1,000,000",Flying Wild Hog,Good Shepherd Entertainment,0.0,0.0,73.0,2012.0
116,Shank 2,"Feb 7, 2012",9.99,"500,000 .. 1,000,000",Klei Entertainment,Klei Entertainment,0.0,0.0,72.0,2012.0
121,Warlock - Master of the Arcane,"May 8, 2012",24.99,"500,000 .. 1,000,000",Ino-Co Plus,Paradox Interactive,0.0,0.0,71.0,2012.0
129,Binary Domain,"Apr 27, 2012",14.99,"500,000 .. 1,000,000",Devil's Details,SEGA,0.0,0.0,68.0,2012.0
131,Little Inferno,"Nov 19, 2012",14.99,"500,000 .. 1,000,000",Tomorrow Corporation,Tomorrow Corporation,42.0,14.0,68.0,2012.0
146,Pid,"Oct 31, 2012",9.99,"500,000 .. 1,000,000",Might and Delight,Might and Delight,0.0,0.0,63.0,2012.0
157,Lucius,"Oct 26, 2012",1.99,"500,000 .. 1,000,000",Shiver Games,Shiver Games,0.0,0.0,59.0,2012.0
200,Tomb Raider II,"Nov 28, 2012",6.99,"500,000 .. 1,000,000",Core Design,Square Enix,11.0,3.0,,2012.0
215,Sonic CD,"Jan 19, 2012",4.99,"500,000 .. 1,000,000",Blit Software,SEGA,3.0,1.0,,2012.0
216,Tomb Raider I,"Nov 28, 2012",6.99,"500,000 .. 1,000,000",Core Design,Square Enix,0.0,0.0,,2012.0
229,Mabinogi,"Dec 6, 2012",,"500,000 .. 1,000,000",NEXON Korea Corp.,Nexon America Inc.,0.0,0.0,,2012.0
247,Stronghold 3 Gold,"May 25, 2012",29.99,"500,000 .. 1,000,000",FireFly Studios,FireFly Studios,0.0,0.0,,2012.0
262,Dwarfs - F2P,"Oct 18, 2012",,"500,000 .. 1,000,000",Power of 2,Tripwire Interactive,0.0,0.0,,2012.0
263,Tomb Raider VI: The Angel of Darkness,"Nov 28, 2012",6.99,"500,000 .. 1,000,000",Core Design,Square Enix,0.0,0.0,,2012.0
275,Dragon Nest,"Dec 18, 2012",,"500,000 .. 1,000,000",Eyedentity Games Inc.,Eyedentity Games Inc.,0.0,0.0,,2012.0
278,Tomb Raider III,"Nov 28, 2012",6.99,"500,000 .. 1,000,000",Core Design,Square Enix,0.0,0.0,,2012.0
289,RPG Maker VX Ace,"Dec 10, 2012",69.99,"500,000 .. 1,000,000",KADOKAWA,Degica,0.0,0.0,,2012.0
303,Superbrothers: Sword & Sworcery EP,"Apr 16, 2012",7.99,"500,000 .. 1,000,000","Capybara, Superbrothers, Jim Guthrie",Capybara Games,0.0,0.0,,2012.0
319,Really Big Sky,"Feb 24, 2012",4.99,"500,000 .. 1,000,000",Boss Baddie,Ripstone,0.0,0.0,,2012.0
346,Sonic Adventure 2,"Nov 19, 2012",9.99,"500,000 .. 1,000,000",SEGA,SEGA,0.0,0.0,,2012.0
347,Sacred 2 Gold,"Dec 21, 2012",14.99,"500,000 .. 1,000,000",Ascaron,Deep Silver,0.0,0.0,,2012.0
360,Scania Truck Driving Simulator,"Jun 12, 2012",9.99,"500,000 .. 1,000,000",SCS Software,SCS Software,0.0,0.0,,2012.0
375,Continent of the Ninth Seal,"Sep 13, 2012",,"500,000 .. 1,000,000",Cloud 9 Studio,Webzen,0.0,0.0,,2012.0
380,Tomb Raider V: Chronicles,"Nov 28, 2012",6.99,"500,000 .. 1,000,000",Core Design,Square Enix,0.0,0.0,,2012.0
383,You Have to Win the Game,"May 6, 2012",,"500,000 .. 1,000,000",Minor Key Games,Minor Key Games,0.0,0.0,,2012.0
386,EverQuest,"Dec 13, 2012",,"500,000 .. 1,000,000",Daybreak Game Company,Daybreak Game Company,0.0,0.0,,2012.0
400,Divinity II: Developer's Cut,"Oct 29, 2012",19.99,"500,000 .. 1,000,000",Larian Studios,"Larian Studios, Focus Home Interactive",0.0,0.0,,2012.0
402,Tomb Raider IV: The Last Revelation,"Nov 28, 2012",6.99,"500,000 .. 1,000,000",Core Design,Square Enix,0.0,0.0,,2012.0
413,Doom 3: BFG Edition,"Oct 15, 2012",19.99,"500,000 .. 1,000,000",id Software,Bethesda Softworks,0.0,0.0,,2012.0
12,Rayman Origins,"Mar 29, 2012",19.99,"200,000 .. 500,000","UBIart Montpellier, Feral Interactive (Mac)","Ubisoft, Feral Interactive (Mac)",0.0,0.0,86.0,2012.0
23,Galactic Civilizations I: Ultimate Edition,"Aug 14, 2012",9.99,"200,000 .. 500,000",Stardock Entertainment,Stardock Entertainment,0.0,0.0,83.0,2012.0
32,The Book of Unwritten Tales,"Jul 31, 2012",19.99,"200,000 .. 500,000",KING Art,THQ Nordic,0.0,0.0,82.0,2012.0
35,LEGO Batman 2: DC Super Heroes,"Jun 22, 2012",19.99,"200,000 .. 500,000",TT Games,Warner Bros. Interactive Entertainment,0.0,0.0,81.0,2012.0
36,Vessel,"Mar 1, 2012",19.99,"200,000 .. 500,000",Strange Loop Games,IndiePub,0.0,0.0,81.0,2012.0
37,Wizorb,"Mar 14, 2012",2.99,"200,000 .. 500,000",Tribute Games Inc.,Tribute Games Inc.,0.0,0.0,81.0,2012.0
40,Waveform,"Mar 20, 2012",1.99,"200,000 .. 500,000",Eden Industries,Eden Industries,0.0,0.0,81.0,2012.0
41,PixelJunk Eden,"Feb 2, 2012",9.99,"200,000 .. 500,000",Q-Games Ltd.,Q-Games Ltd.,0.0,0.0,81.0,2012.0
42,Intrusion 2,"Sep 11, 2012",9.99,"200,000 .. 500,000",Aleksey Abramenko,Aleksey Abramenko,0.0,0.0,80.0,2012.0
45,Stealth Bastard Deluxe,"Nov 28, 2012",9.99,"200,000 .. 500,000",Curve Studios,Curve Digital,0.0,0.0,80.0,2012.0
49,F1 2012,"Sep 17, 2012",19.99,"200,000 .. 500,000",Codemasters Birmingham,Codemasters,0.0,0.0,80.0,2012.0
50,LEGO Harry Potter: Years 5-7,"Jan 5, 2012",19.99,"200,000 .. 500,000",Traveller's Tales,Warner Bros. Interactive Entertainment,0.0,0.0,80.0,2012.0
52,Stacking,"Mar 6, 2012",9.99,"200,000 .. 500,000",Double Fine Productions,Double Fine Productions,0.0,0.0,80.0,2012.0
53,Dustforce DX,"Jan 17, 2012",9.99,"200,000 .. 500,000",Hitbox Team,SEGA,0.0,0.0,79.0,2012.0
55,Offspring Fling!,"May 11, 2012",7.99,"200,000 .. 500,000",Kyle Pulver,Kyle Pulver,0.0,0.0,79.0,2012.0
56,Waking Mars,"Dec 13, 2012",9.99,"200,000 .. 500,000",Tiger Style,Tiger Style,0.0,0.0,79.0,2012.0
60,Chaos on Deponia,"Nov 6, 2012",19.99,"200,000 .. 500,000",Daedalic Entertainment,Daedalic Entertainment,0.0,0.0,78.0,2012.0
63,Closure,"Sep 7, 2012",9.99,"200,000 .. 500,000",Eyebrow Interactive,Eyebrow Interactive,0.0,0.0,78.0,2012.0
65,Rocksmith,"Oct 16, 2012",29.99,"200,000 .. 500,000",Ubisoft - San Francisco,Ubisoft,0.0,0.0,78.0,2012.0
66,Quantum Conundrum,"Jun 21, 2012",8.99,"200,000 .. 500,000",Airtight Games,Square Enix,0.0,0.0,77.0,2012.0
68,Magic: The Gathering - Duels of the Planeswalkers 2013,"Jun 20, 2012",9.99,"200,000 .. 500,000",Stainless Games,Wizards of the Coast LLC,0.0,0.0,77.0,2012.0
73,Insanely Twisted Shadow Planet,"Apr 17, 2012",14.99,"200,000 .. 500,000",Shadow Planet Productions,Xbox Game Studios,0.0,0.0,76.0,2012.0
80,Ys Origin,"May 31, 2012",19.99,"200,000 .. 500,000",Nihon Falcom,XSEED Games,0.0,0.0,76.0,2012.0
84,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,"Sep 27, 2012",9.99,"200,000 .. 500,000",Opus,Marvelous,0.0,0.0,75.0,2012.0
85,Iron Brigade,"Aug 13, 2012",14.99,"200,000 .. 500,000",Double Fine Productions,Double Fine Productions,0.0,0.0,75.0,2012.0
86,Symphony,"Aug 6, 2012",8.99,"200,000 .. 500,000",Empty Clip Studios,Empty Clip Studios,0.0,0.0,75.0,2012.0
89,The Dark Eye: Chains of Satinav,"Jun 22, 2012",19.99,"200,000 .. 500,000",Daedalic Entertainment,Daedalic Entertainment,199.0,66.0,75.0,2012.0
91,Edna & Harvey: Harvey's New Eyes,"Oct 16, 2012",19.99,"200,000 .. 500,000",Daedalic Entertainment,Daedalic Entertainment,0.0,0.0,75.0,2012.0
97,King's Bounty: Warriors of the North,"Oct 25, 2012",9.99,"200,000 .. 500,000",1C-SoftClub,1C Entertainment,0.0,0.0,74.0,2012.0
99,They Bleed Pixels,"Aug 29, 2012",9.99,"200,000 .. 500,000",Spooky Squid Games Inc.,Spooky Squid Games Inc.,0.0,0.0,74.0,2012.0
100,Rocketbirds: Hardboiled Chicken,"Oct 15, 2012",4.99,"200,000 .. 500,000",Ratloop Asia,Reverb Publishing,0.0,0.0,74.0,2012.0
102,Snapshot,"Aug 30, 2012",9.99,"200,000 .. 500,000",Retro Affect,Retro Affect,0.0,0.0,74.0,2012.0
103,The Testament of Sherlock Holmes,"Sep 25, 2012",19.99,"200,000 .. 500,000",Frogwares,Frogwares,0.0,0.0,73.0,2012.0
115,A New Beginning - Final Cut,"Dec 11, 2012",9.99,"200,000 .. 500,000",Daedalic Entertainment,Daedalic Entertainment,0.0,0.0,72.0,2012.0
119,Toy Soldiers,"Apr 27, 2012",9.99,"200,000 .. 500,000",Signal Studios,Microsoft Studios,0.0,0.0,71.0,2012.0
120,Tom Clancy's Ghost Recon: Future Soldier,"Jun 26, 2012",19.99,"200,000 .. 500,000","Ubisoft Paris, Red Storm Entertainment",Ubisoft,0.0,0.0,71.0,2012.0
122,Splice,"Jun 13, 2012",9.99,"200,000 .. 500,000",Cipher Prime Studios,Cipher Prime Studios,0.0,0.0,70.0,2012.0
126,Home,"Jun 1, 2012",2.99,"200,000 .. 500,000",Benjamin Rivers Inc.,Benjamin Rivers Inc.,0.0,0.0,69.0,2012.0
127,Of Orcs And Men,"Oct 11, 2012",14.99,"200,000 .. 500,000",Cyanide Studio - Spiders Studios,Focus Home Interactive,0.0,0.0,69.0,2012.0
132,Primal Carnage,"Oct 29, 2012",7.99,"200,000 .. 500,000",Lukewarm Media,"Reverb Triple XP, Circle 5",0.0,0.0,67.0,2012.0
133,Oil Rush,"Jan 25, 2012",7.99,"200,000 .. 500,000",Unigine Corp.,Unigine Corp.,0.0,0.0,67.0,2012.0
135,I Am Alive,"Sep 6, 2012",14.99,"200,000 .. 500,000",Ubisoft Shanghaï,Ubisoft,0.0,0.0,66.0,2012.0
139,A Virus Named TOM,"Aug 1, 2012",9.99,"200,000 .. 500,000",Misfits Attic,Misfits Attic,0.0,0.0,65.0,2012.0
143,Painkiller Hell & Damnation,"Oct 31, 2012",19.99,"200,000 .. 500,000",The Farm 51,THQ Nordic,0.0,0.0,64.0,2012.0
148,Blades of Time,"Apr 20, 2012",9.99,"200,000 .. 500,000",Gaijin Entertainment Corporation,Gaijin Entertainment Corporation,0.0,0.0,63.0,2012.0
152,Jagged Alliance - Back in Action,"Feb 8, 2012",19.99,"200,000 .. 500,000","Coreplay GmbH, Bigmoon Studios",THQ Nordic,0.0,0.0,62.0,2012.0
156,Carrier Command: Gaea Mission,"Sep 28, 2012",32.99,"200,000 .. 500,000",Bohemia Interactive,Bohemia Interactive,0.0,0.0,60.0,2012.0
159,Tower Wars,"Aug 14, 2012",7.99,"200,000 .. 500,000",SuperVillain Studios,SuperVillain Studios,0.0,0.0,59.0,2012.0
161,Game of Thrones,"Jun 7, 2012",14.99,"200,000 .. 500,000",Cyanide Studios,HandyGames,0.0,0.0,58.0,2012.0
167,Nexuiz,"May 10, 2012",9.99,"200,000 .. 500,000",IllFonic,"IllFonic, Psyop Games",0.0,0.0,54.0,2012.0
168,Sonic the Hedgehog 4 - Episode II,"May 15, 2012",9.99,"200,000 .. 500,000",SEGA,SEGA,0.0,0.0,54.0,2012.0
169,A Valley Without Wind,"Apr 24, 2012",14.99,"200,000 .. 500,000","Arcen Games, LLC","Arcen Games, LLC",0.0,0.0,54.0,2012.0
173,Confrontation,"Apr 4, 2012",9.99,"200,000 .. 500,000",Cyanide Studio,Focus Home Interactive,0.0,0.0,51.0,2012.0
199,Zombie Driver HD,"Oct 17, 2012",9.99,"200,000 .. 500,000",Exor Studios,Exor Studios,0.0,0.0,,2012.0
233,Puddle,"Nov 9, 2012",7.99,"200,000 .. 500,000",Neko Entertainment,Neko Entertainment,0.0,0.0,,2012.0
246,Ticket to Ride,"May 24, 2012",9.99,"200,000 .. 500,000",Days of Wonder,"Days of Wonder, Asmodee Digital",0.0,0.0,,2012.0
248,Legacy of Kain: Soul Reaver,"Dec 6, 2012",6.99,"200,000 .. 500,000",Crystal Dynamics,Square Enix,0.0,0.0,,2012.0
250,iBomber Defense Pacific,"Mar 1, 2012",4.99,"200,000 .. 500,000",Cobra Mobile,Cobra Mobile,0.0,0.0,,2012.0
276,Reversion - The Escape (1st Chapter),"Mar 21, 2012",0.99,"200,000 .. 500,000",3f Interactive,3f Interactive,31.0,10.0,,2012.0
290,Dead Pixels,"Dec 7, 2012",2.99,"200,000 .. 500,000",CSR-Studios,CSR-Studios,0.0,0.0,,2012.0
292,The Basement Collection,"Aug 31, 2012",3.99,"200,000 .. 500,000","Edmund McMillen, Tyler Glaiel",Edmund McMillen,0.0,0.0,,2012.0
293,Sonic the Hedgehog 4 - Episode I,"Jan 19, 2012",9.99,"200,000 .. 500,000",SEGA,SEGA,0.0,0.0,,2012.0
305,Planets Under Attack,"Sep 27, 2012",9.99,"200,000 .. 500,000",Targem Games,Topware Interactive,186.0,223.0,,2012.0
318,The Old Tree,"Feb 24, 2012",,"200,000 .. 500,000",Red Dwarf Games,Red Dwarf Games,0.0,0.0,,2012.0
