call_sign,frequency,city,licensee,format,state,facility_id,service,licensee_call_sign_r,status,details
WFSY,98.5,Panama City,"iHM Licenses, LLC",Adult contemporary,Florida,,,,,
WFTL,850.0,West Palm Beach,"WPB FCC License Sub, LLC",News/Talk,Florida,,,,,
WFTW,1260.0,Fort Walton Beach,Cumulus Licensing LLC,News/Talk,Florida,,,,,
WFUG-LP,107.7,Lehigh Acres,Ministerio Cristiano Principe de Paz Inc.,Spanish religious,Florida,,,,,
WFUS,103.5,Gulfport,"iHM Licenses, LLC",Country,Florida,63984.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WFXJ,930.0,Jacksonville,"iHM Licenses, LLC",Spanish News/Talk,Florida,,,,,
WFYY,103.1,Windermere,"JVC Mergeco, LLC",Rhythmic top 40,Florida,,,,,
WGAY,105.7,Sugarloaf Key,"Magnum Broadcasting, Inc.",Dance,Florida,,,,,
WGCU-FM,90.1,Ft. Myers,"Board of Trustees, Florida Gulf Coast University",Public radio,Florida,69042.0,FM,THE FLORIDA GULF COAST UNIVERSITY BOARD OF TRUSTEES,LICENSED,Click for Details
WGES,680.0,St. Petersburg,"Vision Communications Network, Inc.",Spanish,Florida,,,,,
WGGF-LP,100.1,Sun City Center,"Community Radio of Sun City Center, Inc.",Variety,Florida,,,,,
WGGG,1230.0,Gainesville,"Hitmaker Music Group ,LLC",Sports,Florida,,,,,
WGGM-LP,90.5,Fort Myers,"Dunbar Gospel Association of Southwest Florida, Inc.",Urban Gospel/R&B,Florida,,,,,
WGGP-LP,106.7,Big Pine Key,First Baptist Church Big Pine Key,Religious Teaching,Florida,,,,,
WGHR,106.3,Spring Hill,"WGUL-FM, Inc.",Classic hits,Florida,,,,,
WGLF,104.1,Tallahassee,Cumulus Licensing LLC,Classic hits,Florida,,,,,
WGLJ-LP,94.7,Gainesville,"Calvary Chapel Gainesville, Inc.",Religious Teaching,Florida,,,,,
WGMX,94.3,Marathon,The Great Marathon Radio Company,Silent,Florida,,,,,
WGNE-FM,99.9,Middleburg,Renda Broadcasting Corporation of Nevada,Country,Florida,,,,,
WGNK,88.3,Pennsuco,Genesis License Subsidiary LLC,Religious,Florida,,,,,
WGOT-LP,100.1,Gainesville,"Civic Media Center And Library, Inc",Variety/Pacifica,Florida,,,,,
WGPD-LP,99.3,Winter Garden,"Education Through Media Foundation, Inc.",Regional Mexican,Florida,,,,,
WGRL-LP,95.9,Saint Cloud,K & A Broadcasting Group Corp,Spanish religious,Florida,,,,,
WGRO,960.0,Lake City,"Dockins Broadcast Group, LLC",Classic rock,Florida,,,,,
WGSG,89.5,Mayo,"Family Worship Center Church, Inc.",Southern gospel,Florida,,,,,
WGSX,104.3,Lynn Haven,"Horizon Broadcasting Company, LLC",Sports,Florida,,,,,
WGTT,91.5,Emeralda,Bible Clarity,Religious,Florida,,,,,
WGUF,98.9,Marco,Renda Broadcasting Corporation of Nevada,Talk,Florida,,,,,
WGUL,860.0,Dunedin,"Caron Broadcasting, Inc.",News/Talk,Florida,,,,,
WGVC-LP,104.1,Gainesville,Gainesville Seventh-Day Adventist Church,Christian,Florida,,,,,
WGVR-LP,103.3,Gainesville,"Radio Gainesville, Inc.",Oldies,Florida,,,,,
WGYL,93.7,Vero Beach,"Vero Beach Broadcasters, LLC",Hot adult contemporary,Florida,,,,,
WHBO,1040.0,Pinellas Park,"Genesis Communications of Tampa Bay, Inc.",Conservative talk,Florida,,,,,
WHBX,96.1,Tallahassee,Cumulus Licensing LLC,Urban adult contemporary,Florida,,,,,
WHEL,93.7,Sanibel,Sun Broadcasting Inc.,Spanish CHR,Florida,66223.0,FM,SUN BROADCASTING INC,LICENSED,Click for Details
WHFS,1010.0,Seffner,"Beasley Media Group Licenses, LLC",Business News/Talk,Florida,,,,,
WHGN,91.9,Crystal River,The Moody Bible Institute of Chicago,Religious,Florida,,,,,
WHGV,99.5,La Crosse,"RDA Broadcast Holdings, LLC",Christian adult contemporary,Florida,,,,,
WHHZ,100.5,Newberry,"Marc Radio Gainesville, LLC",Alternative rock,Florida,,,,,
WHIF,91.3,Palatka,"Putnam Radio Ministries, Inc.",Contemporary Christian,Florida,,,,,
WHIJ,88.1,Ocala,"Radio Training Network, Inc.",Contemporary Christian,Florida,,,,,
WHIM-LP,99.5,Hialeah Gardens,"Iglesia Misionera Pregoneros de Justicia de Florida, Inc.",Spanish religious,Florida,,,,,
WHKR,102.7,Rockledge,Cumulus Licensing LLC,Country,Florida,,,,,
WHLG,101.3,Port St. Lucie,"Radio Training Network, Inc.",Contemporary Christian,Florida,,,,,
WHMF,91.1,Marianna,Radio 74 Internationale,Religious (Radio 74 Internationale),Florida,,,,,
WHNJ,95.7,Big Pine Key,"Multicare Foundation, Inc.",Religious,Florida,,,,,
WHNR,1360.0,Cypress Gardens,"Walco Enterprises, LLC",Urban adult contemporary,Florida,,,,,
WHNZ,1250.0,Tampa,"iHM Licenses, LLC",Spanish News/Talk,Florida,,,,,
WHOG-FM,95.7,Ormond-By-The-Sea,"Black Crow Radio, LLC, Debtor-in-Possession",Classic rock,Florida,24365.0,FM,"SOUTHERN STONE COMMUNICATIONS OF FLORIDA, LLC",LICENSED,Click for Details
WHOO,1080.0,Kissimmee,"Relevant Radio, Inc.",Catholic religious,Florida,,,,,
WHOT,1590.0,Palm River-Clair Mel,"Tampa Radio, Inc.",Haitian Creole,Florida,,,,,
WHPB-LP,98.5,Orlando,Howell Family Consultant Inc.,Urban,Florida,,,,,
WHPT,102.5,Sarasota,"Cox Radio, LLC",Hot talk,Florida,51986.0,FM,"COX RADIO, LLC",LICENSED,Click for Details
WHQT,105.1,Coral Gables,"Cox Radio, LLC [5]",Urban adult contemporary,Florida,72982.0,FM,"COX RADIO, LLC",LICENSED,Click for Details
WHTF,104.9,Havana,"Adams Radio of Tallahassee, LLC",Top 40 (CHR),Florida,,,,,
WHWY,98.1,Holt,"JVC Mergeco, LLC",Country,Florida,,,,,
WHYI-FM,100.7,Fort Lauderdale,"iHM Licenses, LLC",Top 40 (CHR),Florida,41381.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WHYZ,91.1,Palm Coast,"Central Florida Educational Foundation, Inc",Contemporary Christian,Florida,92508.0,FM,"CENTRAL FLORIDA EDUCATIONAL FOUNDATION, INC.",LICENSED,Click for Details
WIDT-LP,99.7,Winter Garden,LLAAB Inc.,Regional Mexican,Florida,,,,,
WIEB-LP,102.9,Ocala,Institucion Educativa Bethel,Spanish religious,Florida,,,,,
WIFL-LP,104.5,Weirsdale,Lake Weir Chamber of Commerce,Variety,Florida,,,,,
WIGW,90.3,Eustis,"Relevant Radio, Inc.",Religious,Florida,,,,,
WIIS,106.9,Key West,Keyed Up Communications Company,Alternative rock,Florida,,,,,
WIKD-LP,102.5,Daytona Beach,Embry–Riddle Aeronautical University,Variety,Florida,,,,,
WIKX,92.9,Charlotte Harbor,"iHM Licenses, LLC",Country,Florida,,,,,
WILA,100.1,Live Oak,"Learning Avenue, Inc.",Religious (3ABN),Florida,,,,,
WILN,105.9,Panama City,"Magic Broadcasting II, LLC",Top 40 (CHR),Florida,,,,,
WIME-LP,99.9,Orlando,Musica Sublime Inc.,Spanish adult contemporary,Florida,,,,,
WIMR-LP,96.5,Mcintosh,Mcintosh Community Radio Assoc,Country,Florida,,,,,
WINK-FM,96.9,Fort Myers,Fort Myers Broadcasting Company,Adult contemporary,Florida,22094.0,FM,FORT MYERS BROADCASTING COMPANY,LICENSED,Click for Details
WINZ,940.0,Miami [4],"iHM Licenses, LLC",Sports,Florida,,,,,
WIOD,610.0,Miami [4],"iHM Licenses, LLC",News/Talk,Florida,,,,,
WIPC,1280.0,Lake Wales,"Super W Media Group, Inc.",Spanish,Florida,,,,,
WIPU-LP,106.3,Pembroke Pines,The Rock Church of Hollywood Inc,Religious Teaching,Florida,,,,,
WIRA,1400.0,Fort Pierce,"Caribbean Media Group, Inc.",Spanish,Florida,,,,,
WIRK,103.1,Indiantown,"WPB FCC License Sub, LLC",Country,Florida,1246.0,FM,"WPB FCC LICENSE SUB, LLC",LICENSED,Click for Details
WITG-LP,104.7,Ocala,"Great God Gospel & Educational Station, Inc.",Christian rock,Florida,,,,,
WITS,1340.0,Sebring,"Cohan Radio Group, Inc.",Sports,Florida,,,,,
WIWA,1270.0,Eatonville,"Marc Radio Orlando, LLC",Spanish,Florida,,,,,
WIXC,1060.0,Titusville,"Genesis Communications I, Inc.",Spanish sports,Florida,,,,,
WIYD,1260.0,Palatka,"Natkim Radio, LLC",Country,Florida,,,,,
WJAQ,100.9,Marianna,"MFR, Inc.",Country,Florida,,,,,
WJBT,93.3,Green Cove Springs,"iHM Licenses, LLC",Urban contemporary,Florida,51975.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WJBW,1000.0,Jupiter,WJBW LLC,Haitian,Florida,,,,,
WJCC,1700.0,Miami Springs,"Multicultural Radio Broadcasting Licensee, LLC",World Ethnic,Florida,,,,,
WJCM,1050.0,Sebring,"Cohan Radio Group, Inc.",Sports,Florida,,,,,
WJCT-FM,89.9,Jacksonville,"WJCT, Inc.",Public radio,Florida,73125.0,FM,"WJCT, INC.",LICENSED,Click for Details
WJDS-LP,106.9,Palm Coast,Hammock Educational and Environmental Community Services,Spanish religious,Florida,,,,,
WJEW-LP,95.3,Miami [3],Ministerio Internacional Dios Te Ama Corp,Spanish Religious,Florida,,,,,
WJFH,91.7,Sebring,"Radio Training Network, Inc.",Contemporary Christian,Florida,,,,,
WJFR,88.7,Jacksonville,"Family Stations, Inc.",Religious (Family Radio),Florida,,,,,
WJFU-LP,105.5,White Springs,"People Network, Inc",Variety,Florida,,,,,
WJGL,96.9,Jacksonville,"Cox Radio, LLC",Classic hits,Florida,53590.0,FM,"COX RADIO, LLC",LICENSED,Click for Details
WJGM,105.7,Baldwin,"West Jacksonville Baptist Church, Inc.",Gospel,Florida,,,,,
WJGO,102.9,Tice,Renda Broadcasting Corporation of Nevada,Adult hits,Florida,,,,,
WJHC,107.5,Jasper,"Smalltown Broadcasting, LLC",News/Talk,Florida,,,,,
WJIS,88.1,Bradenton,"Radio Training Network, Inc.",Contemporary Christian,Florida,54857.0,FM,"RADIO TRAINING NETWORK, INC.",LICENSED,Click for Details
WJKD,99.7,Vero Beach,Vero Beach FM Radio Partnership,Adult hits,Florida,,,,,
WJKV,90.9,Jacksonville,Educational Media Foundation,Contemporary Christian (K-Love),Florida,31936.0,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WJLF,91.7,Gainesville,"Radio Training Network, Inc.",Contemporary Christian,Florida,,,,,
WJLH,90.3,Flagler Beach,Cornerstone Broadcasting Corporation,Contemporary Christian,Florida,,,,,
WJLN,88.7,White Springs,"Faith and Action Community Outreach, Inc.",Urban gospel,Florida,,,,,
WJLU,89.7,New Smyrna Beach,Cornerstone Broadcasting Corporation,Contemporary Christian,Florida,,,,,
WJNJ,1320.0,Jacksonville,"New Covenant Ministries, Inc.",Urban gospel,Florida,,,,,
WJNO,1290.0,West Palm Beach,"iHM Licenses, LLC",News/Talk,Florida,,,,,
WJNX,1330.0,Fort Pierce,"Port St. Lucie Broadcasters, Inc.",Spanish talk,Florida,,,,,
WJPP-LP,100.1,Palm City,"Prince of Peace Communications, Inc.",Catholic,Florida,,,,,
WJPT,106.3,Fort Myers,"Beasley Media Group, LLC",Soft adult contemporary,Florida,74080.0,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WJRN-LP,95.9,Summerfield,Hispanic-Multicultural Broadcasting Association,Spanish,Florida,,,,,
WJRQ-LP,99.9,Poinciana,Hispanic Women of Poinciana Corp,Variety,Florida,,,,,
WJRR,101.1,Cocoa Beach,"iHM Licenses, LLC",Active rock,Florida,51983.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WJSB,1050.0,Crestview,"Crestview Broadcasting Company., Inc.",Country,Florida,,,,,
WJTF,89.9,Panama City,"Family Life Broadcasting, Inc.",Religious (Family Life Radio),Florida,,,,,
WJTK,96.5,Columbia City,"Dockins Broadcast Group, LLC",News/Talk,Florida,,,,,
WJTQ,100.7,Pensacola,Cumulus Licensing LLC,Classic hits,Florida,12143.0,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WJUF,90.1,Inverness,"Board of Trustees, University of Florida",News/Talk,Florida,985.0,FM,"BOARD OF TRUSTEES, UNIVERSITY OF FLORIDA",LICENSED,Click for Details
WJUP-LP,103.9,Jupiter,"Jupiter Community Radio, Inc.",Adult standards,Florida,,,,,
WJVE-LP,97.1,Debary,"Ministerio R.M., Inc.",Spanish Religious,Florida,,,,,
WJWY-LP,92.3,Wauchula,Wauchula Educational Broadcasting Corporation,Religious (Radio 74 Internationale),Florida,,,,,
WJXL,1010.0,Jacksonville Beach,"Seven Bridges Radio, LLC",Sports,Florida,,,,,
WJXL-FM,92.5,Jacksonville Beach,"River City Broadcasting, LLC",Sports,Florida,,,,,
WJXO,1580.0,Chattahoochee,Mount Vernon Broadcasting LLC,,Florida,,,,,
WJXR,92.1,Macclenny,"Norsan WJXR, LLC",Spanish Tropical,Florida,,,,,
WJYO,91.5,Fort Myers,"Airwaves For Jesus, Inc.",Christian,Florida,,,,,
WJZK-LP,97.3,Ft. Walton Beach,Thunderbolt Broadcasting Company,Smooth jazz,Florida,,,,,
WJZS,106.1,Live Oak,"Southern Communications, LLC",Contemporary Christian,Florida,,,,,
WKAT,1450.0,Miami [4],"Radio Piment Zouk, Inc.",Spanish,Florida,,,,,
WKDW-LP,97.5,North Port,"Community Broadband Radio Association, Inc.",Variety,Florida,,,,,
WKES,91.1,Lakeland,The Moody Bible Institute of Chicago,Contemporary Christian,Florida,,,,,
WKEY-FM,93.7,Key West,"Spottswood Partners II, Ltd",Mellow rock,Florida,,,,,
WKEZ-FM,96.9,Tavernier,"Magnum Broadcasting, Inc.",Conservative talk,Florida,,,,,
WKFA,89.3,St. Catherine,"Florida Public Radio, Inc.",Christian talk,Florida,,,,,
WKFL,1170.0,Bushnell,"Walco Enterprises, LLC",Classic country,Florida,,,,,
WKGC-FM,90.7,Panama City,Gulf Coast Community College,Classical,Florida,25562.0,FM,GULF COAST STATE COLLEGE,LICENSED,Click for Details
WKGR,98.7,Fort Pierce/Wellington,"iHM Licenses, LLC",Classic rock,Florida,1245.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKII,1070.0,Solana,"iHM Licenses, LLC",Classic country,Florida,,,,,
WKIQ,1240.0,Eustis,Unity Broadcasting LLC,Talk,Florida,,,,,
WKIS,99.9,Boca Raton,"Audacy License, LLC",Country,Florida,64001.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WKLG,102.1,Rock Harbor,"WKLG, Inc.",Adult contemporary,Florida,,,,,
WKNK,103.5,Callaway,"Great American Media, L.L.C.",Country,Florida,,,,,
WKOT-LP,102.1,Winauma,New Beginning Baptist Temple,Religious Teaching,Florida,,,,,
WKPX,88.5,Sunrise,"School Board of Broward County, Florida",Adult album alternative,Florida,,,,,
WKQK,1300.0,Cocoa Beach,321 Corporation,News/Talk,Florida,,,,,
WKRO-FM,93.1,Port Orange,"Southern Stone Communications of Florida, LLC",Country,Florida,,,,,
WKSL,97.9,Neptune Beach,"iHM Licenses, LLC",Top 40 (CHR),Florida,67243.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKSM,99.5,Fort Walton Beach,Cumulus Licensing LLC,Active rock,Florida,,,,,
WKTK,98.5,Crystal River,"Audacy License, LLC",Adult contemporary,Florida,18520.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WKTO,88.9,Edgewater,"Mims Community Radio, Inc.",Contemporary Christian,Florida,,,,,
WKTZ,1220.0,Jacksonville,American Family Association,Religious Teaching (AFR),Florida,,,,,
WKVH,91.9,Monticello,Educational Media Foundation,Contemporary Christian (K-Love),Florida,,,,,
WKWF,1600.0,Key West,"Spottswood Partners II, Ltd.",Classic jazz standards,Florida,,,,,
WKWJ,91.9,Key West,"Christian Radio Fellowship, Inc.",Contemporary Christian,Florida,,,,,
WKWM,91.5,Marathon,"The School Board of Miami – Dade County, Florida",Public radio,Florida,122606.0,FM,"THE SCHOOL BOARD OF MIAMI - DADE COUNTY, FL",LICENSED,Click for Details
WKWR,89.9,Key West,Educational Media Foundation,Contemporary Christian (K-Love),Florida,,,,,
WKYZ,101.7,Key Colony Beach,"Keys Media Company, Inc.",Classic rock,Florida,,,,,
WKZM,104.3,Sarasota,The Moody Bible Institute of Chicago,Religious,Florida,,,,,
WLAA,1600.0,Winter Garden,Unity Broadcasting LLC,Regional Mexican,Florida,,,,,
WLAZ,89.1,Kissimmee,"Caguas Educational TV, Inc.",Spanish Contemporary Christian,Florida,,,,,
WLBE,790.0,Leesburg-Eustis,Q-Broadcasting Corporation,Full service/Classic country,Florida,,,,,
WLCC,760.0,Brandon,"Relevant Radio, Inc.",Catholic,Florida,,,,,
WLDI,95.5,Fort Pierce,"iHM Licenses, LLC",Top 40 (CHR),Florida,2680.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WLFE,90.9,Cutler Bay,"Calvary Chapel of Kendall, Inc.",Contemporary Christian,Florida,,,,,
WLGM-LP,93.9,Edgewater,Edgewater Alliance Church,Religious,Florida,,,,,
WLJM-LP,95.3,Miami Beach,"Calvary Chapel of Miami Beach, Inc.",Religious Teaching,Florida,,,,,
WLKF,1430.0,Lakeland,"Hall Communications, Inc.",Talk,Florida,,,,,
WLLD,94.1,Lakeland,"Beasley Media Group Licenses, LLC",Rhythmic contemporary,Florida,51987.0,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WLLJ-LP,107.7,Cape Coral,"Raio 1077 WLLJ, Inc.",Christian,Florida,,,,,
WLLY-FM,99.5,Palm Beach Gardens,Glades Media Company LLP,Regional Mexican,Florida,24230.0,FM,GLADES MEDIA COMPANY LLP,LICENSED,Click for Details
WLML-FM,100.3,Lake Park,Robinson Entertainment LLC,Adult standards,Florida,,,,,
WLMX,106.1,Okeechobee,"BMZ Broadcasting, LLC",Regional Mexican,Florida,,,,,
WLOV-FM,99.5,Daytona Beach Shores,"Southern Broadcasting of Pensacola, Inc.",Classic hits,Florida,,,,,
WLPM-LP,95.7,Christmas,Orange Blossom Community Media Association,Religious,Florida,,,,,
WLQH,940.0,Chiefland,"Suncoast Radio, Inc.",Classic country,Florida,,,,,
WLQY,1320.0,Hollywood,"Entravision Holdings, LLC",Ethnic,Florida,,,,,
WLRN-FM,91.3,Miami [3],"The School Board of Miami-Dade County, Florida",Public radio,Florida,66339.0,FM,"THE SCHOOL BOARD OF MIAMI-DADE COUNTY, FLORIDA",LICENSED,Click for Details
WLRQ-FM,99.3,Cocoa,"iHM Licenses, LLC",Adult contemporary,Florida,20372.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WLSF,88.3,Starke,Educational Media Foundation,Contemporary Christian (K-Love),Florida,,,,,
WLSL-LP,92.7,Saint Leo,Saint Leo University Incorporated,Variety,Florida,,,,,
WLSS,930.0,Sarasota,"Caron Broadcasting, Inc.",Talk,Florida,,,,,
WLTG,1430.0,Upper Grand Lagoon,"Hour Group Broadcasting, Inc.",Spanish Christian,Florida,,,,,
WLVF-FM,90.3,Haines City,"Landmark Baptist Church, Inc.",Southern gospel,Florida,,,,,
WLVJ,1020.0,Boynton Beach,"Actualidad Licensee 1020AM, LLC",Caribbean,Florida,,,,,
WLYF,101.5,Miami [3],"Audacy License, LLC",Adult contemporary,Florida,30827.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WLZR,1560.0,Melbourne,Cumulus Licensing LLC,Sports,Florida,,,,,
WMAF,1230.0,Madison,"Dockins Communications, Inc.",Silent,Florida,,,,,
WMBM,1490.0,Miami Beach,New Birth Broadcasting Corp. Inc.,Urban gospel,Florida,,,,,
WMBT-LP,90.1,Gainesville,"Come Together Productions, Inc.",Urban,Florida,,,,,
WMBX,102.3,Jensen Beach,"WPB FCC License Sub, LLC",Rhythmic contemporary,Florida,,,,,
WMCW-LP,97.7,Astor,"Astor Community Radio, Inc.",Variety,Florida,,,,,
WMEN,640.0,Royal Palm Beach,"WPB FCC License Sub, LLC",Sports,Florida,,,,,
WMEZ,94.1,Pensacola,Cumulus Licensing LLC,Soft adult contemporary,Florida,,,,,
WMFE-FM,90.7,Orlando,"Community Communications, Inc.",Public radio,Florida,12857.0,FM,"COMMUNITY COMMUNICATIONS, INC.",LICENSED,Click for Details
WMFJ,1450.0,Daytona Beach,Cornerstone Broadcasting Corporation,Christian Talk,Florida,,,,,
WMFL,88.5,Florida City,"Family Stations, Inc.",Religious (Family Radio),Florida,,,,,
WMFM,107.9,Key West,"South Broadcasting System, Inc.",Spanish hits,Florida,,,,,
WMFQ,92.9,Ocala,"JVC Mergeco, LLC",Top 40 (CHR),Florida,,,,,
WMFV,89.5,Cedar Creek,"Community Communications, Inc.",News/Talk,Florida,,,,,
WMGF,107.7,Mount Dora,"iHM Licenses, LLC",Adult contemporary,Florida,51981.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMGG,1470.0,Egypt Lake,"DRC Broadcasting, Inc.",Spanish tropical,Florida,,,,,
WMIA-FM,93.9,Miami Beach,"iHM Licenses, LLC",Hot adult contemporary,Florida,51978.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMIB,103.5,Fort Lauderdale,"iHM Licenses, LLC",Urban contemporary,Florida,67193.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMIE-FM,91.5,Cocoa,"National Christian Network, Inc.",Christian,Florida,,,,,
WMKJ,88.1,Tavernier,"Call Communications Group, Inc.",Christian CHR,Florida,,,,,
WMKL,91.9,Hammocks,"Radio Maria, Inc.",Christian CHR,Florida,61087.0,FM,"RADIO MARIA, INC.",LICENSED,Click for Details
WMKO,91.7,Marco,"Board of Trustees, Florida Gulf Coast University",Public radio,Florida,69378.0,FM,THE FLORIDA GULF COAST UNIVERSITY BOARD OF TRUSTEES,LICENSED,Click for Details
WMLO-LP,97.1,Live Oak,"Melody Christian Radio, Inc.",Religious,Florida,,,,,
WMLV,89.7,Miami [3],Educational Media Foundation,Contemporary Christian (K-Love),Florida,,,,,
WMMB,1240.0,Melbourne,"iHM Licenses, LLC",News/Talk,Florida,,,,,
WMMO,98.9,Orlando,"Cox Radio, LLC",Classic hits,Florida,23444.0,FM,"COX RADIO, LLC",LICENSED,Click for Details
WMMV,1350.0,Cocoa,"iHM Licenses, LLC",News/Talk,Florida,,,,,
WMNF,88.5,Tampa,Nathan B. Stubblefield Foundation,Community radio,Florida,47459.0,FM,NATHAN B. STUBBLEFIELD FOUNDATION,LICENSED,Click for Details
WMOF-LP,98.7,Live Oak,"Charles F. Martin Ministry, Inc.",Urban gospel,Florida,,,,,
WMOP,900.0,Ocala,"Hitmaker Music Group ,LLC",Sports,Florida,,,,,
WMQV-LP,102.3,Kissimmee,Iglesia Cristiana Renuevo Inc.,Spanish Religious,Florida,,,,,
WMSF-LP,97.1,Mayo,"Doonie and Deb Chevy, God's Miracle Chariot, Inc.",Urban Gospel,Florida,,,,,
WMTB-LP,96.7,St. Petersburg,"96.7 FM RadioStPete, Inc.",Variety,Florida,,,,,
WMTX,100.7,Tampa,"iHM Licenses, LLC",Adult contemporary,Florida,23078.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMXJ,102.7,Pompano Beach,"Audacy License, LLC",Classic hits,Florida,30840.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WMXR-LP,92.7,Miami,"1Miami, Inc.",R&B/Hip-Hop,Florida,,,,,
WMYE,91.9,Fort Myers,"Call Communications Group, Inc.",Christian CHR,Florida,,,,,
WMYM,990.0,Kendall [4],"Actualidad 990AM Licensee, LLC",Spanish sports,Florida,,,,,
WMYR,1410.0,Fort Myers,"Relevant Radio, Inc.",Country,Florida,,,,,
WMYZ,88.7,The Villages,"Central Florida Educational Foundation, Inc",Contemporary Christian,Florida,27291.0,FM,"CENTRAL FLORIDA EDUCATIONAL FOUNDATION, INC.",LICENSED,Click for Details
WNCV,93.3,Shalimar,Cumulus Licensing LLC,Adult contemporary,Florida,,,,,
WNDB,1150.0,Daytona Beach,"Black Crow Radio, LLC, Debtor-in-Possession",News/Talk/Sports,Florida,,,,,
WNDD,92.5,Alachua,"Saga South Communications, LLC",Classic rock,Florida,737.0,FM,"SAGA SOUTH COMMUNICATIONS, LLC",LICENSED,Click for Details
WNDN,107.9,Chiefland,"Saga South Communications, LLC",Classic rock,Florida,72201.0,FM,"SAGA SOUTH COMMUNICATIONS, LLC",LICENSED,Click for Details
WNDO,1520.0,Apopka,"Orlando Radio Marketing, Inc.",Haitian Creole,Florida,,,,,
WNEE-LP,107.5,Tallahassee,Tallahassee Public Radio Inc.,Christian,Florida,,,,,
WNFB,94.3,Lake City,"Newman Media, Inc.",Hot adult contemporary,Florida,,,,,
WNFK,92.1,Perry,"Dockins Communications, Inc.",Classic rock,Florida,,,,,
WNGK-LP,102.1,Fort Lauderdale,American Network Media Inc,Variety,Florida,,,,,
WNKQ-LP,93.7,Kissimmee,KQ Media Group,Tropical,Florida,,,,,
WNMA,1210.0,Miami Springs,"Multicultural Radio Broadcasting Licensee, LLC",Spanish Christian,Florida,,,,,
WNNR,970.0,Jacksonville,"Norsan Consulting And Management, Inc.",Spanish talk,Florida,,,,,
WNRP,1620.0,Gulf Breeze,ADX Communications of Escambia,Classic country,Florida,,,,,
WNSS,89.3,Palm Coast,"Houston Christian Broadcasters, Inc.",Religious,Florida,,,,,
WNTF,1580.0,Bithlo,Unity Broadcasting LLC,Spanish,Florida,,,,,
WNUE-FM,98.1,Titusville,"Radio Training Network, Inc.",Contemporary Christian,Florida,46969.0,FM,"Radio Training Network, Inc.",LICENSED,Click for Details
WNVY,1090.0,Cantonment,Pensacola Radio Corporation,Christian,Florida,,,,,
WNZF,1550.0,Bunnell,"Flagler County Broadcasting, LLC",News/Talk,Florida,,,,,
WOCA,1370.0,Ocala,Generations Broadcasting Corporation,News/Talk,Florida,,,,,
WOCL,105.9,DeLand,"Audacy License, LLC",Classic hits,Florida,10138.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WOEX,96.5,Orlando,"Cox Radio, LLC",Spanish contemporary,Florida,23443.0,FM,"COX RADIO, LLC",LICENSED,Click for Details
WOGJ-LP,99.9,Orlando,"Haitian Relief Radio and Community Services, Inc.",Haitian,Florida,,,,,
WOGK,93.7,Ocala,"Saga South Communications, LLC",Country,Florida,49962.0,FM,"SAGA SOUTH COMMUNICATIONS, LLC",LICENSED,Click for Details
WOIB-LP,101.9,Oakland Park,The Omega Church International Ministry,Religious Teaching,Florida,,,,,
WOIR,1430.0,Homestead,ERJ Media LLC,Spanish,Florida,,,,,
WOKB,1680.0,Winter Garden,Unity Broadcasting LLC,Gospel,Florida,,,,,
WOKC,1570.0,Okeechobee,Glades Media Company LLC,Country,Florida,,,,,
WOKE-LP,94.9,Fort Myers,"Radio Free Fort Myers, Inc.",Variety,Florida,,,,,
WOKV,690.0,Jacksonville,"Cox Radio, LLC",Sports,Florida,,,,,
WOKV-FM,104.5,Atlantic Beach,"Cox Radio, LLC",News/Talk,Florida,72081.0,FM,"COX RADIO, LLC",LICENSED,Click for Details
WOLL,105.5,Hobe Sound,"iHM Licenses, LLC",Adult contemporary,Florida,32969.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WOLR,91.3,Lake City,"Faith Radio Network, Inc.",Contemporary Christian,Florida,,,,,
WOLZ,95.3,Fort Myers,"iHM Licenses, LLC",'80s hits,Florida,13898.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
