call_sign,frequency,city,licensee,format,state,facility_id,service,licensee_call_sign_r,status,details
KSMM,1470.0,Liberal,"Rocking M Media, LLC",Oldies,Kansas,,,,,
KSMM-FM,101.5,Liberal,"Rocking M Media, LLC",Regional Mexican,Kansas,,,,,
KSNB,91.5,Norton,American Family Association,Inspirational (AFR),Kansas,,,,,
KSNP,97.7,Burlington,My Town Media Inc.,Classic rock,Kansas,,,,,
KSNS,91.5,Medicine Lodge,"Florida Public Radio, Inc.",Contemporary Christian,Kansas,,,,,
KSOB,96.7,Larned,"Rocking M Media, LLC",Classic country,Kansas,,,,,
KSOK,1280.0,Arkansas City,"Cowley County Broadcasting, Inc.",Classic country,Kansas,,,,,
KSOK-FM,95.9,Winfield,"Cowley County Broadcasting, Inc.",Adult hits,Kansas,,,,,
KSRP,89.1,Dodge City,"Bible Baptist Church of Dodge City, Inc.",Gospel,Kansas,,,,,
KSSA,105.9,Ingalls,Central Plains Finance LLC,Regional Mexican,Kansas,,,,,
KSWC-LP,94.7,Winfield,Southwestern College,Top 40 (CHR),Kansas,,,,,
KSWZ-LP,105.3,St. George,"The Sword of St. George, Inc.",Catholic,Kansas,,,,,
KTCC,91.9,Colby,Colby Community College,College/Alternative rock,Kansas,,,,,
KTHR,107.3,Wichita,"iHM Licenses, LLC",Alternative rock,Kansas,53600.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KTLI,99.1,El Dorado,"El Dorado Licenses, Inc.",Contemporary Christian (K-Love),Kansas,,,,,
KTOP,1490.0,Topeka,Cumulus Licensing LLC,Sports,Kansas,,,,,
KTOP-FM,102.9,St. Marys,Cumulus Licensing LLC,Country,Kansas,,,,,
KTPK,106.9,Topeka,Alpha Media Licensee LLC,Classic country,Kansas,,,,,
KTRU,91.9,La Harpe,St. Macrina Media and Education Society,Contemporary Christian,Kansas,,,,,
KTWI-LP,94.3,Liberal,Liberal Music and Education Foundation,Variety,Kansas,,,,,
KULY,1420.0,Ulysses,Central Plains Finance LLC,Classic hits,Kansas,,,,,
KUSN,98.1,Dearing,"SEK Media, LLC",Country,Kansas,,,,,
KVCO,88.3,Concordia,Cloud County Community College,Active rock/College radio,Kansas,,,,,
KVCY,104.7,Fort Scott,"VCY America, Inc.",Conservative religious,Kansas,,,,,
KVDM,88.1,Hays,"Divine Mercy Radio, Inc.",Catholic,Kansas,,,,,
KVGB,1590.0,Great Bend,"Eagle Communications, Inc.",Talk,Kansas,,,,,
KVGB-FM,104.3,Great Bend,"Eagle Communications, Inc.",Classic rock,Kansas,,,,,
KVJH-LP,101.9,Topeka,Templo de Alabanza el Shadai,Spanish religious,Kansas,,,,,
KVOB,95.5,Lindsborg,"Rocking M Media, LLC",Mainstream rock,Kansas,,,,,
KVOE,1400.0,Emporia,"Emporia's Radio Stations, Inc.",News/Talk/Sports/Adult Contemporary,Kansas,,,,,
KVOE-FM,101.7,Emporia,"Emporia's Radio Stations, Inc.",Country,Kansas,,,,,
KVSV,1190.0,Beloit,McGrath Publishing Company,Full service,Kansas,,,,,
KVSV-FM,105.5,Beloit,McGrath Publishing Company,Adult standards,Kansas,,,,,
KVWF,100.5,Augusta,"Rocking M Media Wichita, LLC",Adult album alternative,Kansas,,,,,
KWBW,1450.0,Hutchinson,"Eagle Communications, Inc.",Talk,Kansas,,,,,
KWGB,97.9,Colby,Melia Communications Inc,Country,Kansas,,,,,
KWHK,95.9,Hutchinson,"Ad Astra Per Aspera Broadcasting, Inc.",Oldies,Kansas,,,,,
KWIC,99.3,Topeka,Cumulus Licensing LLC,Classic hits,Kansas,,,,,
KWJP,89.7,Paola,"Unified Pentecostal Local Churches, Inc.",Christian,Kansas,,,,,
KWKN,95.3,Wakeeney,"One Media, Inc.",Talk/Sports,Kansas,,,,,
KWKR,99.9,Leoti,Central Plains Finance LLC,Mainstream rock,Kansas,,,,,
KWLS,107.9,Winfield,"KWLS Radio, LLC",Country,Kansas,,,,,
KWME,92.7,Wellington,"Rocking M Media, LLC",Rhythmic oldies,Kansas,,,,,
KWOD,1660.0,Kansas City,"Audacy Kansas City License, LLC",Sports gambling,Kansas,,,,,
KXBZ,104.7,Manhattan,"Manhattan Broadcasting Co., Inc.",Country,Kansas,,,,,
KXGB-LP,105.1,Great Bend,"Catholic Radio of Great Bend, Inc.",Spanish Catholic,Kansas,,,,,
KXKU,106.1,Lyons,"Ad Astra Per Aspera Broadcasting, Inc.",Country,Kansas,,,,,
KXNC,104.7,Ness City,"Post Rock Radio, LLC",Top 40 (CHR),Kansas,,,,,
KXXX,790.0,Colby,"Rocking M Media, LLC",Country and Agriculture,Kansas,,,,,
KYEZ,93.7,Salina,"Meridian Media, LLC",Country,Kansas,,,,,
KYFW,88.3,Wichita,"Bible Broadcasting Network, Inc.",Conservative religious (Bible Broadcasting Network),Kansas,,,,,
KYOM-LP,104.9,Wichita,Sunflower Community Action,Variety,Kansas,,,,,
KYQQ,106.5,Arkansas City,"SM-KYQQ, LLC",Spanish,Kansas,,,,,
KYUL,1310.0,Scott City,"Steckline Communications, Inc.",News/Talk,Kansas,,,,,
KYVZ,106.1,Atwood,Joseph J. Vyzourek,Classic hits,Kansas,,,,,
KYWA,90.7,Wichita,"Way Media, Inc.",Contemporary Christian,Kansas,,,,,
KYYS,1250.0,Kansas City,"Audacy Kansas City License, LLC",Regional Mexican,Kansas,,,,,
KZAN,91.7,Hays,"Kanza Society, Inc.",Public radio; NPR News; Classical; Jazz,Kansas,92646.0,FM,"KANZA SOCIETY, INC.",LICENSED,Click for Details
KZBA-LP,100.1,Bazine,Bazine Christian Radio Association,Religious Teaching,Kansas,,,,,
KZCH,96.3,Derby,"iHM Licenses, LLC",Top 40 (CHR),Kansas,53599.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KZCK,88.1,Colby,The Praise Network Inc.,Public radio; News/Classical/Jazz,Kansas,,,,,
KZDY,96.3,Cawker City,"Dierking Communications, Inc.",Adult contemporary,Kansas,,,,,
KZGC-FM,91.9,Garden City,"Radio Vida Kansas, Inc.",Hot AC/Adult album alternative,Kansas,,,,,
KZNA,90.5,Hill City,"Kanza Society, Inc.",Public radio; NPR News; Classical; Jazz,Kansas,33383.0,FM,"KANZA SOCIETY, INC.",LICENSED,Click for Details
KZNK,90.1,Brewster,"Kanza Society, Inc.",Public radio/News/Classical/Jazz,Kansas,,,,,
KZNZ,91.5,Elkhart,"Kanza Society, Inc.",Public radio/News/Classical/Jazz,Kansas,,,,,
KZQD,105.1,Liberal,Mario Loredo,Spanish variety,Kansas,,,,,
KZRD,93.9,Dodge City,"Rocking M Media, LLC",Regional Mexican,Kansas,,,,,
KZRS,107.9,Great Bend,"Rocking M Media, LLC",News/Talk,Kansas,,,,,
KZSN,102.1,Hutchinson,"iHM Licenses, LLC",Country,Kansas,61364.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KZUH,92.7,Minneapolis,"Rocking M Media, LLC",Top 40 (CHR),Kansas,,,,,
WIBW,580.0,Topeka,Alpha Media Licensee LLC,News/Talk/Sports,Kansas,,,,,
WIBW-FM,94.5,Topeka,Alpha Media Licensee LLC,Country,Kansas,,,,,
KYAI,89.3,McKee,Educational Media Foundation,Worship music (Air1),Kentucky,,,,,
WAAJ,89.7,Benton,"Heartland Ministries, Inc.",Contemporary Christian,Kentucky,,,,,
WAIN,1270.0,Columbia,Tri-County Radio Broadcasting Corp.,Sports,Kentucky,,,,,
WAIN-FM,93.5,Columbia,Tri-County Radio Broadcasting Corp.,Country,Kentucky,,,,,
WAKY,620.0,Louisville,"W & B Broadcasting Co., Inc.",Classic hits,Kentucky,,,,,
WAKY-FM,103.5,Radcliff,"W & B Broadcasting Co., Inc.",Classic hits,Kentucky,70495.0,FM,"W & B BROADCASTING CO., INC.",LICENSED,Click for Details
WAMZ,97.5,Louisville,"iHM Licenses, LLC",Country,Kentucky,11921.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WANO,1230.0,Pineville,"Penelope, Inc.",Contemporary Christian/Positive country,Kentucky,,,,,
WANV,96.7,Annville,"F.T.G. Broadcasting, Inc.",Oldies,Kentucky,,,,,
WANY-FM,100.9,Albany,Pamela Allred DBA Albany Broadcasting Company,Country,Kentucky,,,,,
WAPD,91.7,Campbellsville,American Family Association,Inspirational (AFR),Kentucky,,,,,
WAXG,88.1,Mount Sterling,American Family Association,Religious talk (AFR),Kentucky,,,,,
WAYD,88.1,Auburn,"Way Media, Inc.",Christian adult contemporary,Kentucky,,,,,
WAYK,105.9,Valley Station,"Way Media, Inc.",Christian adult contemporary,Kentucky,,,,,
WBCE,1200.0,Wickliffe,Wendell D. Gray,Religious,Kentucky,,,,,
WBFC,1470.0,Stanton,Kentucky Mountain Bible College,Southern gospel,Kentucky,,,,,
WBFI,91.5,Mcdaniels,"Bethel Fellowship, Inc.",Gospel,Kentucky,,,,,
WBFK,91.1,Hiseville,"Bethel Fellowship, Inc.",Christian,Kentucky,,,,,
WBFW,94.5,Smith Mills,"Music Ministries, Inc.",Christian,Kentucky,,,,,
WBGN,1340.0,Bowling Green,"Forever Communications, Inc.",Oldies,Kentucky,,,,,
WBIO,94.7,Philpot,"Hancock Communications, Inc.",Country,Kentucky,,,,,
WBKR,92.5,Owensboro,"Townsquare Media of Evansville/Owensboro, Inc.",Country,Kentucky,,,,,
WBMK,88.5,Morehead,American Family Association,Religious talk (AFR),Kentucky,,,,,
WBRT,1320.0,Bardstown,"Bardstown Radio Team, LLC",Country,Kentucky,,,,,
WBTF,107.9,Midway,"L.M. Communications of Kentucky, LLC",Urban contemporary,Kentucky,,,,,
WBUL-FM,98.1,Lexington,"iHM Licenses, LLC",Country,Kentucky,70192.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WBVR-FM,96.7,Auburn,"Forever Communications, Inc.",Country,Kentucky,,,,,
WBVX,92.1,Carlisle,"L.M. Communications of Kentucky, LLC",Classic rock,Kentucky,,,,,
WBZB,1130.0,Murray,"Forever Communications, Inc.",Top 40 (CHR),Kentucky,,,,,
WCBJ,103.7,Campton,"Morgan County Industries, Inc.",Adult contemporary,Kentucky,,,,,
WCBL,1290.0,Benton,"Freeland Broadcasting Co, Inc.",Oldies,Kentucky,,,,,
WCBL-FM,99.1,Grand Rivers,"Freeland Broadcasting Co, Inc.",Oldies,Kentucky,,,,,
WCBR,1110.0,Richmond,"WCBR, Inc.",Religious,Kentucky,,,,,
WCCK,95.7,Calvert City,"Freeland Broadcasting Co, Inc.",Classic country,Kentucky,,,,,
WCCR-LP,94.5,Williamsburg,University of the Cumberlands,Variety,Kentucky,,,,,
WCDA,106.3,Versailles,"L.M. Communications, Inc",Adult top 40,Kentucky,,,,,
WCDS,1230.0,Glasgow,"Newberry Broadcasting, Inc.",Sports,Kentucky,,,,,
WCGW,770.0,Nicholasville,"Christian Broadcasting System, Ltd.",Southern gospel/Christian talk,Kentucky,,,,,
WCKQ,104.1,Campbellsville,Tri-County Radio Broadcasting Corp.,Top 40 (CHR),Kentucky,,,,,
WCLU,1490.0,Glasgow,"Royse Radio, Inc.",Oldies,Kentucky,,,,,
WCMI,1340.0,Ashland,"Fifth Avenue Broadcasting Company, Inc",Sports,Kentucky,,,,,
WCMI-FM,92.7,Catlettsburg,"Fifth Avenue Broadcasting Company, Inc",Active rock,Kentucky,,,,,
WCND,940.0,Shelbyville,Pedro C. Arce,Regional Mexican,Kentucky,,,,,
WCTT,680.0,Corbin,"Encore Communications, Inc",Adult standards,Kentucky,,,,,
WCTT-FM,107.3,Corbin,"Encore Communications, Inc.",Top 40 (CHR),Kentucky,,,,,
WCVG,1320.0,Covington,"Reign Enterprizes, LLC",Gospel,Kentucky,,,,,
WCVK,90.7,Bowling Green,"Christian Family Media Ministries, Inc.",Christian adult contemporary,Kentucky,,,,,
WCVQ,107.9,Fort Campbell,"Saga Communications of Tuckessee, LLC",Hot adult contemporary,Kentucky,61253.0,FM,"SAGA COMMUNICATIONS OF TUCKESSEE, LLC",LICENSED,Click for Details
WCVX,1160.0,Florence,"Christian Broadcasting System, Ltd.",Christian,Kentucky,,,,,
WCWC,1440.0,Williamsburg,Whitley County Board of Education,,Kentucky,,,,,
WCXE-LP,95.5,Erlanger,"SGM, Inc.",Classic rock,Kentucky,,,,,
WCYN,1400.0,Cynthiana,"WCYN Broadcasting, Inc.",Classic hits,Kentucky,,,,,
WCYO,100.7,Irvine,"Kentucky River Broadcasting Co., Inc",Country,Kentucky,,,,,
WDCL-FM,89.7,Somerset,Western Kentucky University,Public radio,Kentucky,,,,,
WDDJ,96.9,Paducah,"Bristol Broadcasting Company, Inc.",Top 40 (CHR),Kentucky,,,,,
WDFB,1170.0,Junction City,Alum Springs Vision & Outreach Corp,Religious,Kentucky,,,,,
WDFB-FM,88.1,Danville,Alum Springs Educational Corporation,Christian,Kentucky,,,,,
WDGG,93.7,Ashland,"Fifth Avenue Broadcasting Company, Inc.",Country,Kentucky,,,,,
WDHR,93.1,Pikeville,Mountain Top Media LLC,Country,Kentucky,,,,,
WDJX,99.7,Louisville,Alpha Media Licensee LLC,Top 40 (CHR),Kentucky,,,,,
WDMZ-LP,92.7,Benton,Falcon Communications Corp.,Variety,Kentucky,,,,,
WDNS,93.3,Bowling Green,Daily News Broadcasting Company,Classic rock,Kentucky,,,,,
WDOC,1310.0,Prestonsburg,"WDOC, Inc.",Southern gospel,Kentucky,,,,,
WDPJ-LP,93.5,Danville,Iglesia Rosa de Saron,Spanish religious,Kentucky,,,,,
WDXR,1450.0,Paducah,"Bristol Broadcasting Company, Inc.",Urban adult contemporary,Kentucky,,,,,
WEBF,88.3,Lerose,"Hour of Harvest, Inc.",Christian adult contemporary (K-Love),Kentucky,90101.0,FM,"HOUR OF HARVEST, INC.",LICENSED,Click for Details
WEIM-LP,92.5,West Liberty,"Eagle Eye, Inc.",Christian,Kentucky,,,,,
WEKB,1460.0,Elkhorn City,Mountain Top Media LLC,Classic hits,Kentucky,,,,,
WEKC,88.5,Corbin,Eastern Kentucky University,Public radio,Kentucky,92574.0,FM,EASTERN KENTUCKY UNIVERSITY,LICENSED,Click for Details
WEKG,810.0,Jackson,"Intermountain Broadcasting Co., Inc.",Country,Kentucky,,,,,
WEKH,90.9,Hazard,Eastern Kentucky University,Public radio,Kentucky,,,,,
WEKP,90.1,Pineville,Eastern Kentucky University,Public radio,Kentucky,,,,,
WEKT,1070.0,Elkton,"M & R Broadcasting, Inc.",Southern gospel,Kentucky,,,,,
WEKU,88.9,Richmond,Eastern Kentucky University,Public radio,Kentucky,,,,,
WEKV,101.9,Central City,Educational Media Foundation,Christian adult contemporary,Kentucky,,,,,
WEKY,1340.0,Richmond,"Wallingford Communications, LLC",Classic hits,Kentucky,,,,,
WEUC,88.7,Morganfield,"Saint Ann Radio Group, Inc.",Catholic,Kentucky,,,,,
WEZJ-FM,104.3,Williamsburg,"Whitley Broadcasting Co., Inc.",Country,Kentucky,,,,,
WFBR-LP,95.3,Mount Washington,First Baptist Church Mt Washington,Contemporary Christian,Kentucky,,,,,
WFGS,103.7,Murray,"Forever Communications, Inc.",Country,Kentucky,,,,,
WFHS-LP,92.7,Fern Creek,"Fern Creek Traditional High School Alumni Association, Inc.",Variety,Kentucky,,,,,
WFIA,900.0,Louisville,"Salem Media Group, LLC",Christian/Talk,Kentucky,,,,,
WFKN,1220.0,Franklin,"WFKN, LLC",Country,Kentucky,,,,,
WFKY,104.9,Frankfort,"Southern Belle, LLC",Country,Kentucky,,,,,
WFLE-FM,95.1,Flemingsburg,"Dreamcatcher Communications, Inc.",Country,Kentucky,,,,,
WFLW,1360.0,Monticello,"Stephen W. Staples, Jr.",Southern gospel,Kentucky,,,,,
WFMP-LP,106.5,Louisville,WFMP Low Power Radio Inc.,Variety,Kentucky,,,,,
WFMW,730.0,Madisonville,"Sound Broadcasters, Inc.",Country,Kentucky,,,,,
WFPK,91.9,Louisville,"Kentucky Public Radio, Inc.",Adult album alternative,Kentucky,38621.0,FM,"KENTUCKY PUBLIC RADIO, INC.",LICENSED,Click for Details
WFPL,89.3,Louisville,"Kentucky Public Radio, Inc.",News/NPR,Kentucky,4258.0,FM,"KENTUCKY PUBLIC RADIO, INC.",LICENSED,Click for Details
WFRT-FM,103.7,Frankfort,"Southern Belle, LLC",Classic hits,Kentucky,,,,,
WFSR,970.0,Harlan,Eastern Broadcasting Company,Southern gospel,Kentucky,,,,,
WFTG,1400.0,London,"F.T.G. Broadcasting, Inc.",Country,Kentucky,,,,,
WFTM,1240.0,Maysville,"Standard Tobacco Company, Inc.",Sports,Kentucky,,,,,
WFTM-FM,95.9,Maysville,"Standard Tobacco Company, Inc.",Soft adult contemporary,Kentucky,,,,,
WFXY,1490.0,Middlesboro,"Penelope, Inc.",Classic rock,Kentucky,,,,,
WGBF-FM,103.1,Henderson,"Townsquare Media of Evansville/Owensboro, Inc.",Mainstream rock,Kentucky,659.0,FM,"TOWNSQUARE MEDIA OF EVANSVILLE/OWENSBORO, INC.",LICENSED,Click for Details
WGCF,89.3,Paducah,American Family Association,Religious talk (AFR),Kentucky,,,,,
WGGC,95.1,Bowling Green,"Heritage Communications, Inc.",Country,Kentucky,,,,,
WGHL,105.1,Shepherdsville,Alpha Media Licensee LLC,Alternative rock,Kentucky,51074.0,FM,ALPHA MEDIA LICENSEE LLC,LICENSED,Click for Details
WGKS,96.9,Paris,"L.M. Communications, Inc.",Classic hits,Kentucky,,,,,
WGKY,95.9,Wickliffe,"Withers Broadcasting Company of Paducah, LLC",Sports,Kentucky,,,,,
WGOH,1370.0,Grayson,"Carter County Broadcasting Co., Inc.",Classic country,Kentucky,,,,,
WGRK-FM,105.7,Greensburg,Tri-County Radio Broadcasting Corp.,Country,Kentucky,,,,,
WGTK,970.0,Louisville,"Caron Broadcasting, Inc.",Talk,Kentucky,,,,,
WGWD-LP,98.3,Paintsville,Paintsville Church of Christ,Christian,Kentucky,,,,,
WHAS,840.0,Louisville,"iHM Licenses, LLC",News/Talk,Kentucky,,,,,
WHAY,98.3,Whitley City,Tim Lavender,Americana,Kentucky,,,,,
WHBE,680.0,Newburg,"UB Louisville, LLC",Sports,Kentucky,,,,,
WHBE-FM,105.7,Eminence,"UB Louisville, LLC",Sports,Kentucky,,,,,
WHBN,1420.0,Harrodsburg,Hometown Broadcasting of Harrodsburg Inc,Country,Kentucky,,,,,
WHHT,103.7,Cave City,"Newberry Broadcasting, Inc.",Country,Kentucky,,,,,
WHIR,1230.0,Danville,Hometown Broadcasting of Danville Inc,News/Talk,Kentucky,,,,,
WHKQ,92.3,Louisa,Expression Production Group LLC,Christian adult contemporary (K-Love),Kentucky,,,,,
WHLN,1410.0,Harlan,"Eastern Broadcasting Company, Inc.",Adult contemporary,Kentucky,,,,,
WHOP,1230.0,Hopkinsville,"Hop Broadcasting, Inc.",News/Talk,Kentucky,,,,,
WHOP-FM,98.7,Hopkinsville,"Hop Broadcasting, Inc.",Soft adult contemporary,Kentucky,,,,,
WHSX,99.1,Edmonton,"South 65 Communications, LLC",Country,Kentucky,,,,,
WHVE,92.7,Russell Springs,"Shoreline Communications, Inc",Classic hits,Kentucky,,,,,
WHVO,1480.0,Hopkinsville,"Ham Broadcasting Co., Inc.",Oldies,Kentucky,,,,,
WIDS,570.0,Russell Springs,"Hammond Broadcasting, Inc.",Gospel,Kentucky,,,,,
WIEL,1400.0,Elizabethtown,"Elizabethtown CBC, Inc.",Sports,Kentucky,,,,,
WIFX-FM,94.3,Jenkins,"AJSPD, LLC",Hot adult contemporary,Kentucky,,,,,
WIHE-LP,101.3,Liberty,"Liberty Public Radio, Inc.",Variety,Kentucky,,,,,
WIJS-LP,94.3,Somerset,Outreach for Jesus,Spanish religious,Kentucky,,,,,
WIKI,95.3,Carrollton,"Wagon Wheel Broadcasting, LLC",Country,Kentucky,,,,,
WIMM-LP,107.9,Owensboro,Trinity Educational Radio Association,Catholic,Kentucky,,,,,
WIMV,89.3,Owingsville,"Corban Broadcasting, Inc.",Christian,Kentucky,,,,,
WIOK,107.5,Falmouth,"Hammond Broadcasting, Inc.",Gospel,Kentucky,,,,,
WIOP-LP,106.3,Shepherdsville,Lighthouse Baptist Church,Religious Teaching,Kentucky,,,,,
WIRO,98.3,Garrison,"Fowler Media Partners, LLC",Hot adult contemporary,Kentucky,,,,,
WIRV,1550.0,Irvine,"Kentucky River Broadcasting Co., Inc",Oldies,Kentucky,,,,,
WITB-LP,107.1,Benton,"Benton Church of Christ, Inc",Religious/Variety,Kentucky,,,,,
WIVY,96.3,Morehead,"Gateway Radio Works, Inc.",Soft adult contemporary,Kentucky,,,,,
WIZF,101.1,Erlanger,"Blue Chip Broadcasting Licenses, Ltd.",Mainstream urban,Kentucky,5893.0,FM,"BLUE CHIP BROADCASTING LICENSES, LTD.",LICENSED,Click for Details
WJCR-FM,90.1,Upton,"FM 90.1, Inc.",Southern gospel,Kentucky,,,,,
WJIE-FM,88.5,Okolona,"Evangel Schools, Inc.",Contemporary Christian,Kentucky,,,,,
WJKY,1060.0,Jamestown,Lake Cumberland Broadcasters,Country,Kentucky,,,,,
WJMD,104.7,Hazard,"Hazard Broadcasting, Inc.",Gospel,Kentucky,,,,,
WJMM-FM,99.1,Keene,"Christian Broadcasting System, Ltd.",Christian Teaching and Talk,Kentucky,,,,,
WJOR-LP,95.5,Whitesville,"Passionist Nuns of Whitesville, KY., Inc.",Catholic,Kentucky,,,,,
WJQQ,97.1,Somerset,"iHM Licenses, LLC",Classic rock,Kentucky,,,,,
WJRS,104.9,Jamestown,Lake Cumberland Broadcasters,Country,Kentucky,,,,,
WJSN-FM,97.3,Jackson,Intermountain Broadcasting Co.,Country,Kentucky,,,,,
WJSO,90.1,Pikeville,The Moody Bible Institute of Chicago,Religious,Kentucky,,,,,
WJTE-LP,98.5,East Berstadt,The Light of London,Southern gospel/Bluegrass,Kentucky,,,,,
WJVK,91.7,Owensboro,"Christian Family Media Ministries, Inc.",Christian adult contemporary,Kentucky,,,,,
WKAO,91.1,Ashland,"Positive Alternative Radio, Inc.",Christian adult contemporary,Kentucky,,,,,
WKCA,97.7,Salt Lick,"Gateway Radio Works, Inc.",Country,Kentucky,,,,,
WKCB,1340.0,Hindman,Hindman Broadcasting Corporation,Religious,Kentucky,,,,,
WKCB-FM,107.1,Hindman,Hindman Broadcasting Corporation,Classic hits,Kentucky,,,,,
WKCM,1160.0,Hawesville,"Hancock Communications, Inc.",Country,Kentucky,,,,,
WKCT,930.0,Bowling Green,Daily News Broadcasting Company,News/Talk,Kentucky,,,,,
WKCX,89.1,Crittenden,Somerset Educational Broadcasting Foundation,Christian,Kentucky,,,,,
WKDO,1560.0,Liberty,"Shoreline Communications, Inc.",Country,Kentucky,,,,,
WKDO-FM,98.7,Liberty,"Shoreline Communications, Inc.",Country,Kentucky,,,,,
WKDP,1330.0,Corbin,"Eubanks Broadcasting, Inc.",Talk,Kentucky,,,,,
WKDP-FM,99.5,Corbin,"Eubanks Broadcasting, Inc.",Country,Kentucky,,,,,
WKDQ,99.5,Henderson,"Townsquare Media of Evansville/Owensboro, Inc.",Country,Kentucky,,,,,
WKDZ,1110.0,Cadiz,"Ham Broadcasting Company, Inc.",Oldies,Kentucky,,,,,
WKDZ-FM,106.5,Cadiz,"Ham Broadcasting Company, Inc.",Country,Kentucky,,,,,
WKFC,101.9,North Corbin,"Radioactive, LLC",Country,Kentucky,,,,,
WKHG,104.9,Leitchfield,Heritage Media of Kentucky Inc,Hot adult contemporary,Kentucky,,,,,
WKIC,1390.0,Hazard,"Mountain Broadcasting Service, Inc.",Top 40 (CHR),Kentucky,,,,,
WKJK,1080.0,Louisville,"iHM Licenses, LLC",News/Talk,Kentucky,,,,,
WKKQ,96.1,Barbourville,Choice Radio Corporation,Hot adult contemporary,Kentucky,,,,,
WKKS,1570.0,Vanceburg,"Brown Communications, Inc.",Country,Kentucky,,,,,
WKKS-FM,104.9,Vanceburg,"Brown Communications, Inc.",Adult contemporary,Kentucky,,,,,
WKLB,1290.0,Manchester,"Sonshine Broadcasting Company, Ltd.",Rock & Country,Kentucky,,,,,
WKLW-FM,94.7,Paintsville,"S.I.P. Broadcasting Company, Inc.",Top 40 (CHR),Kentucky,,,,,
WKLX,100.7,Brownsville,Charles M. Anderson,Classic hits,Kentucky,,,,,
WKMD,90.9,Madisonville,"Board of Regents, Murray State University",Public radio,Kentucky,81313.0,FM,"BOARD OF REGENTS, MURRAY STATE UNIVERSITY",LICENSED,Click for Details
WKMO-FM,101.5,Vine Grove,"Elizabethtown CBC, Inc.",Adult contemporary,Kentucky,,,,,
WKMS-FM,91.3,Murray,"Board of Regents, Murray State University",Public radio,Kentucky,47080.0,FM,"BOARD OF REGENTS, MURRAY STATE UNIVERSITY",LICENSED,Click for Details
WKMT,89.5,Fulton,"Board of Regents, Murray State University",Public radio,Kentucky,,,,,
WKPB,89.5,Henderson,Western Kentucky University,Public radio,Kentucky,,,,,
WKQQ,100.1,Winchester,"iHM Licenses, LLC",Classic rock,Kentucky,68206.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKRD,790.0,Louisville,"iHM Licenses, LLC",Sports,Kentucky,,,,,
WKRI-LP,95.9,Richmond,"RichmondRadio, Inc",Classic hits,Kentucky,,,,,
WKTG,93.9,Madisonville,"Sound Broadcasters, Inc.",Classic rock,Kentucky,60877.0,FM,"SOUND BROADCASTERS, INC.",LICENSED,Click for Details
WKUE,90.9,Elizabethtown,Western Kentucky University,Public radio,Kentucky,,,,,
WKVG,1000.0,Jenkins,"Martins & Associates, Inc.",Southern gospel,Kentucky,,,,,
WKVN,95.3,Morganfield,Educational Media Foundation,Christian adult contemporary (K-Love),Kentucky,,,,,
WKVO,89.9,Georgetown,Educational Media Foundation,Christian adult contemporary (K-Love),Kentucky,,,,,
WKVY,88.1,Somerset,Educational Media Foundation,Christian adult contemporary (K-Love),Kentucky,,,,,
WKWC,90.3,Owensboro,Kentucky Wesleyan College,Adult album alternative,Kentucky,,,,,
WKWY,102.7,Tompkinsville,"Frank Keeton Aircasters, Inc.",Country,Kentucky,,,,,
WKXO,1500.0,Berea,"Wallingford Communications, LLC",News/Talk,Kentucky,,,,,
WKYA,105.5,Greenville,Radio Active Media,Oldies,Kentucky,,,,,
WKYB,107.5,Perryville,"Lincoln-Garrard Broadcasting Co., Inc.",Country,Kentucky,,,,,
WKYF,92.1,Fredonia,Educational Media Foundation,Christian adult contemporary (K-Love),Kentucky,,,,,
WKYG,89.1,Murray,Madisonville Baptist Temple,,Kentucky,,,,,
WKYH,600.0,Paintsville,"S.I.P. Broadcasting Company, Inc.",Classic hits,Kentucky,,,,,
WKYL,102.1,Lawrenceburg,"Southern Belle, LLC",Classic hits,Kentucky,,,,,
WKYM,101.7,Monticello,"Stephen W. Staples, Jr.",Classic rock,Kentucky,,,,,
WKYN,107.7,Mount Sterling,"Gateway Radio Works, Inc.",Classic country,Kentucky,,,,,
WKYP,90.1,Ledbetter,Educational Media Foundation,Christian adult contemporary (K-Love),Kentucky,,,,,
WKYQ,93.3,Paducah,"Bristol Broadcasting Company, Inc.",Country,Kentucky,,,,,
WKYR-FM,107.9,Burkesville,"River Country Communications, LLC",Country,Kentucky,,,,,
WKYU-FM,88.9,Bowling Green,Western Kentucky University,Public radio,Kentucky,71856.0,FM,WESTERN KENTUCKY UNIVERSITY,LICENSED,Click for Details
WKYW,1490.0,Frankfort,"Southern Belle, LLC",Hot adult contemporary,Kentucky,,,,,
WKYX,570.0,Paducah,"Bristol Broadcasting Company, Inc.",News/Talk,Kentucky,,,,,
