category,logo,production,type,title,distributor,producer,year,page,page_id,_art_year
Outstanding Supporting Actress In A Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/maisie-williams.jpg?itok=vsLfaHoI,,Nominee,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,163,2,2019
Outstanding Supporting Actress In A Limited Series Or Movie - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/patricia-arquette-ap-450x600.jpg?itok=lnpofPyv,,Winner,The Act,Hulu,"UCP, Eat the Cat, Writ Large",2019,163,3,2019
Outstanding Supporting Actress In A Limited Series Or Movie - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/Blake-Marsha-450x600.jpg?itok=KD6oLqnD,,Nominee,When They See Us,Netflix,"Participant Media, Tribeca Productions, Harpo Films, Array Filmworks",2019,163,4,2019
Outstanding Supporting Actress In A Limited Series Or Movie - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/Patricia-Clarkson-w0717_0.jpg?itok=dZ3xQl-B,,Nominee,Sharp Objects,HBO,"HBO Entertainment in association with eOne and Tiny Pyro Productions, Blumhouse Television, Fourth Born, Crazyrose Productions",2019,163,5,2019
Outstanding Supporting Actress In A Limited Series Or Movie - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/Vera-Farmiga_0_0.jpg?itok=FZm-_ci6,,Nominee,When They See Us,Netflix,"Participant Media, Tribeca Productions, Harpo Films, Array Filmworks",2019,163,6,2019
Outstanding Supporting Actress In A Limited Series Or Movie - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/Qualley-Margaret-450x600.jpg?itok=eulg4irT,,Nominee,Fosse/Verdon,FX Networks,Fox 21 Television Studios and FX Productions,2019,163,7,2019
Outstanding Supporting Actress In A Limited Series Or Movie - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/Watson-Emily-450x600.jpg?itok=yDD3VULi,,Nominee,Chernobyl,HBO,"HBO Miniseries and SKY in association with Sister Pictures, The Mighty Mint and Word Games",2019,163,8,2019
Outstanding Guest Actor In A Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/matt-damon-450x600.jpg?itok=P8Jbg1W4,,Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2019,163,9,2019
Outstanding Guest Actor In A Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/Robert-De-Niro-bio-450x600.jpg?itok=48nmVv4t,,Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2019,163,10,2019
Outstanding Guest Actor In A Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/luke-kirby-2019-450x600.jpg?itok=3792Tfpk,,Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2019,164,1,2019
Outstanding Guest Actor In A Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/peter-macnicol-photofest-450x600.jpg?itok=6VO3n7Hq,,Nominee,Veep,HBO,HBO Entertainment,2019,164,2,2019
Outstanding Guest Actor In A Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/john-mulaney-2019-450x600.jpg?itok=fRzWjUln,,Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2019,164,3,2019
Outstanding Guest Actor In A Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/adam-sandler-2019-450x600.jpg?itok=RuEc7klI,,Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2019,164,4,2019
Outstanding Guest Actor In A Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/rufus-sewell-450x600.jpg?itok=hfdiQxks,,Nominee,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2019,164,5,2019
Outstanding Guest Actor In A Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/Angarano-Michael-450x600.jpg?itok=QxZTZUYy,,Nominee,This Is Us,NBC,20th Century Fox Television,2019,164,6,2019
Outstanding Guest Actor In A Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/ron-cephas-jones-2021-450x600.jpg?itok=xDE5I4EG,,Nominee,This Is Us,NBC,20th Century Fox Television,2019,164,7,2019
Outstanding Guest Actor In A Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/McKean-Michael-450x600.jpg?itok=BjZ_0rI7,,Nominee,Better Call Saul,AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",2019,164,8,2019
Outstanding Guest Actor In A Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/kumail-nanjiani-450x600.jpg?itok=NFL1PPGo,,Nominee,The Twilight Zone,CBS (CBS All Access),CBS Television Studios/Monkeypaw Productions/Genre Films,2019,164,9,2019
Outstanding Guest Actor In A Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/glynn-turman-ap-450x600.jpg?itok=k_ES2NBk,,Nominee,How To Get Away With Murder,ABC,ABC Studios,2019,164,10,2019
Outstanding Guest Actor In A Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/bradley-whitford-2021-450x600_0.jpg?itok=SL_wcrn1,,Winner,The Handmaid's Tale,Hulu,"MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",2019,165,1,2019
Outstanding Guest Actress In A Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/jane-lynch-bio-450x600.jpg?itok=CP_gk8PH,,Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2019,165,2,2019
Outstanding Guest Actress In A Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/sandra-oh-2018-nom-450x600.jpg?itok=DFkiDYar,,Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2019,165,3,2019
Outstanding Guest Actress In A Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/maya-rudolph-2021-450x600_0.jpg?itok=EnF5-1xv,,Nominee,The Good Place,NBC,Universal Television in association with Fremulon and 3 Arts Entertainment,2019,165,4,2019
Outstanding Guest Actress In A Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/fiona-shaw-2019-450x600.jpg?itok=eceRXzwY,,Nominee,Fleabag,Prime Video,All3Media International Limited and Amazon Studios,2019,165,5,2019
Outstanding Guest Actress In A Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/kristin-scott-thomas-450x600.jpg?itok=HY4six_N,,Nominee,Fleabag,Prime Video,All3Media International Limited and Amazon Studios,2019,165,6,2019
Outstanding Guest Actress In A Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/emma-thompson-color-450x600.jpg?itok=3hA4Fex3,,Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2019,165,7,2019
Outstanding Guest Actress In A Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/laverne-cox-ap-450x600.jpg?itok=PR3dRar6,,Nominee,Orange Is The New Black,Netflix,Lionsgate Television,2019,165,8,2019
Outstanding Guest Actress In A Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/Cherry-Jones-160x200_0.jpg?itok=ckpKbsen,,Winner,The Handmaid's Tale,Hulu,"MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",2019,165,9,2019
Outstanding Guest Actress In A Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/Jessica-Lange.jpg?itok=JfiP43am,,Nominee,American Horror Story: Apocalypse,FX Networks,Twentieth Century Fox Television,2019,165,10,2019
Outstanding Guest Actress In A Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/phylicia-rashad-2021-450x600_0.jpg?itok=LUcYFJrb,,Nominee,This Is Us,NBC,20th Century Fox Television,2019,166,1,2019
Outstanding Guest Actress In A Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/Tyson-Cicely-450x600.jpg?itok=c4JlvKNZ,,Nominee,How To Get Away With Murder,ABC,ABC Studios,2019,166,2,2019
Outstanding Guest Actress In A Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/van-Houten-Carice-450x600.jpg?itok=cKJR6_xy,,Nominee,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,166,3,2019
Outstanding Actor In A Short Form Comedy Or Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/OConnell-Ryan-450x600.jpg?itok=NB7suVub,,Nominee,Special,Netflix,Netflix; Stage 13 and That's Wonderful Productions,2019,166,4,2019
Outstanding Actor In A Short Form Comedy Or Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/11/ed-begley-jr-400x600.jpg?itok=M7uuSLwJ,,Nominee,CTRL ALT DELETE,Vimeo,Small & Mighty Productions,2019,166,5,2019
Outstanding Actor In A Short Form Comedy Or Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/Jimmy-Fallon-450x600.jpg?itok=BxGWlC3I,,Nominee,Beto Breaks The Internet,NBC (YouTube),Broadway Video and Universal Television,2019,166,6,2019
Outstanding Actor In A Short Form Comedy Or Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/ODowd-Chris-450x600.jpg?itok=WmUqnsmC,,Winner,State Of The Union,SundanceTV,See-Saw Films,2019,166,7,2019
Outstanding Actor In A Short Form Comedy Or Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/Oswalt-Patton-450x600.jpg?itok=Lusa0wur,,Nominee,An Emmy For Megan,anemmyformegan.com,Abso Lutely Productions,2019,166,8,2019
Outstanding Actress In A Short Form Comedy Or Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/Glazer-Ilana-450x600.jpg?itok=glxLf_yU,,Nominee,Hack Into Broad City,Comedy Central,Jax Media,2019,166,9,2019
Outstanding Actress In A Short Form Comedy Or Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/Hecht-Jessica-450x600.jpg?itok=JbxTOFON,,Nominee,Special,Netflix,Stage 13 and That's Wonderful Productions,2019,166,10,2019
Outstanding Actress In A Short Form Comedy Or Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/Jacobson-Abbi-450x600.jpg?itok=ZVg-bXVl,,Nominee,Hack Into Broad City,Comedy Central,Jax Media,2019,167,1,2019
Outstanding Actress In A Short Form Comedy Or Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/Patel-Punam-450x600.jpg?itok=Lk_ejxKo,,Nominee,Special,Netflix,Stage 13 and That's Wonderful Productions,2019,167,2,2019
Outstanding Actress In A Short Form Comedy Or Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/Pike-Rosamund-450x600.jpg?itok=B95bv34c,,Winner,State Of The Union,SundanceTV,See-Saw Films,2019,167,3,2019
Outstanding Narrator - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/sir-david-attenborough-2018-nom-450x600.jpg?itok=QQd97ufS,,Winner,Our Planet,Netflix,Silverback Films,2019,167,4,2019
Outstanding Narrator - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/Angela-Bassett-450x600.jpg?itok=rZ9reTOA,,Nominee,The Flood,National Geographic,Icon Films in association with Natural History Film Unit Botswana,2019,167,5,2019
Outstanding Narrator - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/charles-dance-2018-nom-450x600.jpg?itok=PjMjL9jY,,Nominee,Savage Kingdom,National Geographic,Icon Films in association with Natural History Film Unit Botswana,2019,167,6,2019
Outstanding Narrator - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/Mendez-Anthony-450x600.jpg?itok=ur0_7Wx8,,Nominee,Wonders Of Mexico,PBS,A BBC production in association with PBS,2019,167,7,2019
Outstanding Narrator - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/liev-schreiber-bio-450x600.jpg?itok=wnTEMixW,,Nominee,The Many Lives Of Nick Buoniconti,HBO,HBO Sports,2019,167,8,2019
Outstanding Narrator - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/Juliet-Stevenson-450x600.jpg?itok=u4gr4JCB,,Nominee,Queens Of Mystery,Acorn TV,A Sly Fox Production in association with Acorn Media Enterprises and Ferncroft Media,2019,167,9,2019
Outstanding Host For A Reality Or Competition Program - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/james-corden-bio-450x600.jpg?itok=XRqovrAN,,Nominee,The World's Best,CBS,"Warner Horizon Unscripted & Alternative Television, MGM Television, Fulwell 73",2019,167,10,2019
Outstanding Host For A Reality Or Competition Program - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/ellen-degeneres-2018-450x600.jpg?itok=0njInyXk,,Nominee,Ellen's Game Of Games,NBC,Warner Horizon Unscripted and Alternative Television in association with Telepictures and A Very Good Production,2019,168,1,2019
Outstanding Host For A Reality Or Competition Program - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/marie-kondo-450x600.jpg?itok=n8BV25bN,,Nominee,Tidying Up With Marie Kondo,Netflix,A Netflix Original Production,2019,168,2,2019
Outstanding Host For A Reality Or Competition Program - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/offerman-poehler-2020-v2-450x600.png?itok=FmJSiTFT,,Nominee,Making It,NBC,"Universal Television Alternative Studio, 3 Arts Entertainment, Paper Kite Productions",2019,168,3,2019
Outstanding Host For A Reality Or Competition Program - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/Ru-Paul-Charles-bio-450x600.jpg?itok=_TXyMHpT,,Winner,RuPaul's Drag Race,VH1,World of Wonder Productions,2019,168,4,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/barry-logo-600x600.jpg?itok=UHDemAOC,"Alec Berg, Executive Producer",Nominee,Barry,HBO,HBO Entertainment in association with Alec Berg and Hanarply,2019,168,5,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/barry-logo-600x600.jpg?itok=UHDemAOC,"Bill Hader, Executive Producer",Nominee,Barry,HBO,HBO Entertainment in association with Alec Berg and Hanarply,2019,168,5,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/barry-logo-600x600.jpg?itok=UHDemAOC,"Aida Rodgers, Co-Executive Producer",Nominee,Barry,HBO,HBO Entertainment in association with Alec Berg and Hanarply,2019,168,5,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/barry-logo-600x600.jpg?itok=UHDemAOC,"Emily Heller, Supervising Producer",Nominee,Barry,HBO,HBO Entertainment in association with Alec Berg and Hanarply,2019,168,5,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/barry-logo-600x600.jpg?itok=UHDemAOC,"Julie Camino, Producer",Nominee,Barry,HBO,HBO Entertainment in association with Alec Berg and Hanarply,2019,168,5,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/barry-logo-600x600.jpg?itok=UHDemAOC,"Jason Kim, Producer",Nominee,Barry,HBO,HBO Entertainment in association with Alec Berg and Hanarply,2019,168,5,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/barry-logo-600x600.jpg?itok=UHDemAOC,"Liz Sarnoff, Consulting Producer",Nominee,Barry,HBO,HBO Entertainment in association with Alec Berg and Hanarply,2019,168,5,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/fleabag-2019-600x600.jpg?itok=4xK1qYEW,"Phoebe Waller-Bridge, Executive Producer",Winner,Fleabag,Prime Video,All3Media International Limited and Amazon Studios,2019,168,6,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/fleabag-2019-600x600.jpg?itok=4xK1qYEW,"Harry Bradbeer, Executive Producer",Winner,Fleabag,Prime Video,All3Media International Limited and Amazon Studios,2019,168,6,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/fleabag-2019-600x600.jpg?itok=4xK1qYEW,"Lydia Hampson, Executive Producer",Winner,Fleabag,Prime Video,All3Media International Limited and Amazon Studios,2019,168,6,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/fleabag-2019-600x600.jpg?itok=4xK1qYEW,"Harry Williams, Executive Producer",Winner,Fleabag,Prime Video,All3Media International Limited and Amazon Studios,2019,168,6,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/fleabag-2019-600x600.jpg?itok=4xK1qYEW,"Jack Williams, Executive Producer",Winner,Fleabag,Prime Video,All3Media International Limited and Amazon Studios,2019,168,6,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/fleabag-2019-600x600.jpg?itok=4xK1qYEW,"Joe Lewis, Executive Producer",Winner,Fleabag,Prime Video,All3Media International Limited and Amazon Studios,2019,168,6,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/fleabag-2019-600x600.jpg?itok=4xK1qYEW,"Sarah Hammond, Producer",Winner,Fleabag,Prime Video,All3Media International Limited and Amazon Studios,2019,168,6,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/good-place-2019-600x600.jpg?itok=liSeoaqG,"Michael Schur, Executive Producer",Nominee,The Good Place,NBC,Universal Television in association with Fremulon and 3 Arts Entertainment,2019,168,7,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/good-place-2019-600x600.jpg?itok=liSeoaqG,"David Miner, Executive Producer",Nominee,The Good Place,NBC,Universal Television in association with Fremulon and 3 Arts Entertainment,2019,168,7,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/good-place-2019-600x600.jpg?itok=liSeoaqG,"Morgan Sackett, Executive Producer",Nominee,The Good Place,NBC,Universal Television in association with Fremulon and 3 Arts Entertainment,2019,168,7,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/good-place-2019-600x600.jpg?itok=liSeoaqG,"Drew Goddard, Executive Producer",Nominee,The Good Place,NBC,Universal Television in association with Fremulon and 3 Arts Entertainment,2019,168,7,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/good-place-2019-600x600.jpg?itok=liSeoaqG,"Dylan Morgan, Co-Executive Producer",Nominee,The Good Place,NBC,Universal Television in association with Fremulon and 3 Arts Entertainment,2019,168,7,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/good-place-2019-600x600.jpg?itok=liSeoaqG,"Josh Siegal, Co-Executive Producer",Nominee,The Good Place,NBC,Universal Television in association with Fremulon and 3 Arts Entertainment,2019,168,7,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/good-place-2019-600x600.jpg?itok=liSeoaqG,"Joe Mande, Co-Executive Producer",Nominee,The Good Place,NBC,Universal Television in association with Fremulon and 3 Arts Entertainment,2019,168,7,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/good-place-2019-600x600.jpg?itok=liSeoaqG,"Megan Amram, Co-Executive Producer",Nominee,The Good Place,NBC,Universal Television in association with Fremulon and 3 Arts Entertainment,2019,168,7,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/good-place-2019-600x600.jpg?itok=liSeoaqG,"Jen Statsky, Supervising Producer",Nominee,The Good Place,NBC,Universal Television in association with Fremulon and 3 Arts Entertainment,2019,168,7,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/good-place-2019-600x600.jpg?itok=liSeoaqG,"David Hyman, Produced by",Nominee,The Good Place,NBC,Universal Television in association with Fremulon and 3 Arts Entertainment,2019,168,7,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/good-place-2019-600x600.jpg?itok=liSeoaqG,"Matt Murray, Consulting Producer",Nominee,The Good Place,NBC,Universal Television in association with Fremulon and 3 Arts Entertainment,2019,168,7,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Amy Sherman-Palladino, Executive Producer",Nominee,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2019,168,8,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Daniel Palladino, Executive Producer",Nominee,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2019,168,8,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Dhana Rivera Gilbert, Co-Executive Producer",Nominee,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2019,168,8,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Sheila Lawrence, Producer",Nominee,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2019,168,8,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/russian-doll-2019-600x600.jpg?itok=2iQGB6e8,"Natasha Lyonne, Executive Producer",Nominee,Russian Doll,Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",2019,168,9,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/russian-doll-2019-600x600.jpg?itok=2iQGB6e8,"Leslye Headland, Executive Producer",Nominee,Russian Doll,Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",2019,168,9,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/russian-doll-2019-600x600.jpg?itok=2iQGB6e8,"Amy Poehler, Executive Producer",Nominee,Russian Doll,Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",2019,168,9,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/russian-doll-2019-600x600.jpg?itok=2iQGB6e8,"Dave Becky, Executive Producer",Nominee,Russian Doll,Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",2019,168,9,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/russian-doll-2019-600x600.jpg?itok=2iQGB6e8,"Tony Hernandez, Executive Producer",Nominee,Russian Doll,Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",2019,168,9,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/russian-doll-2019-600x600.jpg?itok=2iQGB6e8,"Lilly Burns, Executive Producer",Nominee,Russian Doll,Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",2019,168,9,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/russian-doll-2019-600x600.jpg?itok=2iQGB6e8,"Allison Silverman, Executive Producer",Nominee,Russian Doll,Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",2019,168,9,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/russian-doll-2019-600x600.jpg?itok=2iQGB6e8,"Kate Arend, Producer",Nominee,Russian Doll,Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",2019,168,9,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/russian-doll-2019-600x600.jpg?itok=2iQGB6e8,"John Skidmore, Producer",Nominee,Russian Doll,Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",2019,168,9,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/russian-doll-2019-600x600.jpg?itok=2iQGB6e8,"Ryan McCormick, Produced by",Nominee,Russian Doll,Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",2019,168,9,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/schitts-creek-2019-600x600.jpg?itok=5rYQmRbG,"Eugene Levy, Executive Producer",Nominee,Schitt's Creek,Pop TV,"Not A Real Company Productions, Inc.",2019,168,10,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/schitts-creek-2019-600x600.jpg?itok=5rYQmRbG,"Daniel Levy, Executive Producer",Nominee,Schitt's Creek,Pop TV,"Not A Real Company Productions, Inc.",2019,168,10,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/schitts-creek-2019-600x600.jpg?itok=5rYQmRbG,"David West Read, Executive Producer",Nominee,Schitt's Creek,Pop TV,"Not A Real Company Productions, Inc.",2019,168,10,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/schitts-creek-2019-600x600.jpg?itok=5rYQmRbG,"Andrew Barnsley, Executive Producer",Nominee,Schitt's Creek,Pop TV,"Not A Real Company Productions, Inc.",2019,168,10,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/schitts-creek-2019-600x600.jpg?itok=5rYQmRbG,"Fred Levy, Executive Producer",Nominee,Schitt's Creek,Pop TV,"Not A Real Company Productions, Inc.",2019,168,10,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/schitts-creek-2019-600x600.jpg?itok=5rYQmRbG,"Ben Feigin, Executive Producer",Nominee,Schitt's Creek,Pop TV,"Not A Real Company Productions, Inc.",2019,168,10,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/schitts-creek-2019-600x600.jpg?itok=5rYQmRbG,"Michael Short, Co-Executive Producer",Nominee,Schitt's Creek,Pop TV,"Not A Real Company Productions, Inc.",2019,168,10,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/schitts-creek-2019-600x600.jpg?itok=5rYQmRbG,"Rupinder Gill, Co-Executive Producer",Nominee,Schitt's Creek,Pop TV,"Not A Real Company Productions, Inc.",2019,168,10,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/schitts-creek-2019-600x600.jpg?itok=5rYQmRbG,"Colin Brunton, Producer",Nominee,Schitt's Creek,Pop TV,"Not A Real Company Productions, Inc.",2019,168,10,2019
