category,logo,production,type,title,distributor,producer,year,page,page_id,_art_year
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Roberto Baez, Makeup Artist",Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2020,87,8,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Alberto Machuca, Makeup Artist",Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2020,87,8,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Sherri Berman Laurence, Department Head Makeup Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,87,9,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Nicky Pattison Illum, Key Makeup Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,87,9,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Chris Milone, Makeup Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,87,9,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Deja Smith, Makeup Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,87,9,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Jessica Padilla, Makeup Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,87,9,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"Silvina Knight, Assistant Department Head Makeup Artist",Nominee,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,87,10,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"Robin Beauchesne, Key Makeup Artist",Nominee,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,87,10,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"David Williams, Makeup Artist",Nominee,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,87,10,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"Peter De Oliveira, Makeup Artist",Nominee,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,87,10,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"Natalie Thimm, Makeup Artist",Nominee,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,87,10,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/ahs-1984-600x600.jpg?itok=bYPPNPQs,"Mike Mekash, Department Head Makeup Artist",Nominee,American Horror Story: 1984,FX Networks,Twentieth Century Fox Television,2020,88,1,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/ahs-1984-600x600.jpg?itok=bYPPNPQs,"Vincent Van Dyke, Prosthetic Designer",Nominee,American Horror Story: 1984,FX Networks,Twentieth Century Fox Television,2020,88,1,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/hollywood-600x600.jpg?itok=7hW2F9hy,"Vincent Van Dyke, Prosthetic Designer",Nominee,Hollywood,Netflix,Netflix,2020,88,2,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/hollywood-600x600.jpg?itok=7hW2F9hy,"Cary Ayers, Makeup Artist",Nominee,Hollywood,Netflix,Netflix,2020,88,2,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/hollywood-600x600.jpg?itok=7hW2F9hy,"Bruce Spaulding Fuller, Makeup Artist",Nominee,Hollywood,Netflix,Netflix,2020,88,2,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Brian Sipe, Department Head Makeup Artist",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,3,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Alexei Dmitriew, Key Makeup Artist",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,3,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Carlton Coleman, Makeup Artist",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,3,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Samantha Ward, Makeup Artist",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,3,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Scott Stoddard, Makeup Artist",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,3,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Mike Ornelaz, Makeup Artist",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,3,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Sabrina Castro, Makeup Artist",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,3,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Scott Patton, Prosthetic Designer",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,3,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"David Presto, Prosthetic Designer",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,88,4,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Greg Pikulski, Additional Makeup Effects Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,88,4,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Brett Schmidt, Additional Makeup Effects Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,88,4,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Lisa Forst, Additional Makeup Effects Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,88,4,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Keith Palmer, Additional Makeup Effects Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,88,4,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"James Robert Mackinnon, Special Makeup Effects Department Head",Winner,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,88,5,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"Vincent Van Dyke, Prosthetic Designer",Winner,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,88,5,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"Richard Redlefsen, Special Makeup Effects Artist",Winner,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,88,5,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"Alexei Dmitriew, Special Makeup Effects Artist",Winner,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,88,5,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"Neville Page, Prosthetic Designer",Winner,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,88,5,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"Michael Ornelaz, Makeup Effects Artist",Winner,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,88,5,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/westworld-600x600.jpg?itok=0Tjh2eCC,"Justin Raleigh, Special Makeup Effects Department Head",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2020,88,6,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/westworld-600x600.jpg?itok=0Tjh2eCC,"Chris Hampton, Special Makeup Effects Artist",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2020,88,6,2020
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/westworld-600x600.jpg?itok=0Tjh2eCC,"Thom Floutz, Special Makeup Effects Artist",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2020,88,6,2020
Outstanding Music Composition For A Series (Original Dramatic Score) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-crown-2021-600x600.jpg?itok=4PuSCCdx,"Martin Phipps, Composer",Nominee,The Crown,Netflix,Left Bank Pictures in association with Sony Pictures Television,2020,88,7,2020
Outstanding Music Composition For A Series (Original Dramatic Score) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/euphoria-600x600.jpg?itok=_EcBiHAy,"Labrinth, Composer",Nominee,Euphoria,HBO,"HBO Entertainment in association with Reasonable Bunch, A24, Little Lamb, Dreamcrew, ADD Content Agency | HOT | TCDY Productions",2020,88,8,2020
Outstanding Music Composition For A Series (Original Dramatic Score) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Ludwig Göransson, Composer",Winner,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,9,2020
Outstanding Music Composition For A Series (Original Dramatic Score) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/ozark-2019-600x600.jpg?itok=skCu8gi5,"Danny Bensi, Composer",Nominee,Ozark,Netflix,MRC Television,2020,88,10,2020
Outstanding Music Composition For A Series (Original Dramatic Score) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/ozark-2019-600x600.jpg?itok=skCu8gi5,"Saunder Jurriaans, Composer",Nominee,Ozark,Netflix,MRC Television,2020,88,10,2020
Outstanding Music Composition For A Series (Original Dramatic Score) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/succession-2019-600x600.jpg?itok=DbOyE3vN,"Nicholas Britell, Music by",Nominee,Succession,HBO,"HBO Entertainment in association with Project Zeus, Hyperobject Industries and Gary Sanchez Productions",2020,89,1,2020
"Outstanding Music Composition For A Limited Series, Movie Or Special (Original Dramatic Score) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/hollywood-600x600.jpg?itok=7hW2F9hy,"Nathan Barr, Composer",Nominee,Hollywood,Netflix,Netflix,2020,89,2,2020
"Outstanding Music Composition For A Limited Series, Movie Or Special (Original Dramatic Score) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/little-fires-everywhere-600x600.jpg?itok=x524EOjJ,"Mark Isham, Composer",Nominee,Little Fires Everywhere,Hulu,ABC Signature Studios / Hello Sunshine,2020,89,3,2020
"Outstanding Music Composition For A Limited Series, Movie Or Special (Original Dramatic Score) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/little-fires-everywhere-600x600.jpg?itok=x524EOjJ,"Isabella Summers, Composer",Nominee,Little Fires Everywhere,Hulu,ABC Signature Studios / Hello Sunshine,2020,89,3,2020
"Outstanding Music Composition For A Limited Series, Movie Or Special (Original Dramatic Score) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/mrs-america-600x600.jpg?itok=ydjlqP_K,"Kris Bowers, Score by",Nominee,Mrs. America,FX Networks,FX Productions,2020,89,4,2020
"Outstanding Music Composition For A Limited Series, Movie Or Special (Original Dramatic Score) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/unorthodox-600x600.jpg?itok=iPKhvcF-,"Antonio Gambale, Composer",Nominee,Unorthodox,Netflix,Studio Airlift and RealFilm,2020,89,5,2020
"Outstanding Music Composition For A Limited Series, Movie Or Special (Original Dramatic Score) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/watchmen-600x600.jpg?itok=O2rymSGS,"Trent Reznor, Music by",Winner,Watchmen,HBO,HBO in association with White Rabbit and Warner Bros. Television and DC and Paramount Television,2020,89,6,2020
"Outstanding Music Composition For A Limited Series, Movie Or Special (Original Dramatic Score) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/watchmen-600x600.jpg?itok=O2rymSGS,"Atticus Ross, Music by",Winner,Watchmen,HBO,HBO in association with White Rabbit and Warner Bros. Television and DC and Paramount Television,2020,89,6,2020
Outstanding Music Direction - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/KennedyCenterHonors-600x600.jpg?itok=AZcDzB3S,"Rickey Minor, Music Director",Winner,The Kennedy Center Honors,CBS,White Cherry Entertainment,2020,89,7,2020
