year,icpsr_state_code,alphanumeric_state_code,state,votes,eligible_voters
1990,54,43,Tennessee,,3624940
1990,49,44,Texas,,11034190
1990,67,45,Utah,457983.0,1086050
1990,6,46,Vermont,217384.0,415564
1990,40,47,Virginia,,4512504
1990,73,48,Washington,1362651.0,3421256
1990,56,49,West Virginia,,1347723
1990,25,50,Wisconsin,,3541548
1990,68,51,Wyoming,164309.0,312961
1988,0,0,United States,,173579281
1988,41,1,Alabama,,2901744
1988,81,2,Alaska,203433.0,355023
1988,61,3,Arizona,1204169.0,2454254
1988,42,4,Arkansas,,1689491
1988,71,5,California,10194539.0,17738700
1988,62,6,Colorado,1416265.0,2327768
1988,1,7,Connecticut,1461962.0,2379699
1988,11,8,Delaware,254973.0,472441
1988,55,9,District of Columbia,197135.0,453636
1988,43,10,Florida,,8777510
1988,44,11,Georgia,,4459739
1988,82,12,Hawaii,368567.0,739890
1988,63,13,Idaho,421213.0,667345
1988,21,14,Illinois,4697192.0,7950848
1988,22,15,Indiana,2222811.0,3996319
1988,31,16,Iowa,1240854.0,2021793
1988,32,17,Kansas,,1774451
1988,51,18,Kentucky,,2680364
1988,45,19,Louisiana,,2941023
1988,2,20,Maine,,888612
1988,52,21,Maryland,1747350.0,3325582
1988,3,22,Massachusetts,2689857.0,4385728
1988,23,23,Michigan,3745751.0,6608812
1988,33,24,Minnesota,2125119.0,3087194
1988,46,25,Mississippi,,1792847
1988,34,26,Missouri,,3696905
1988,64,27,Montana,378981.0,568014
1988,35,28,Nebraska,678669.0,1125252
1988,65,29,Nevada,354261.0,768131
1988,4,30,New Hampshire,462503.0,800468
1988,12,31,New Jersey,3102502.0,5435008
1988,66,32,New Mexico,535694.0,1002876
1988,13,33,New York,6636310.0,12300666
1988,47,34,North Carolina,,4794041
1988,36,35,North Dakota,309100.0,466684
1988,24,36,Ohio,4505284.0,7869099
1988,53,37,Oklahoma,1192815.0,2245785
1988,72,38,Oregon,1235199.0,1982355
1988,14,39,Pennsylvania,,8892826
1988,5,40,Rhode Island,415963.0,721773
1988,48,41,South Carolina,1041846.0,2453644
1988,37,42,South Dakota,,494034
1988,54,43,Tennessee,,3551452
1988,49,44,Texas,,10833436
1988,67,45,Utah,661546.0,1043170
1988,6,46,Vermont,270148.0,404795
1988,40,47,Virginia,,4396900
1988,73,48,Washington,1923043.0,3282173
1988,56,49,West Virginia,,1347692
1988,25,50,Wisconsin,,3489742
1988,68,51,Wyoming,186417.0,315073
1986,0,0,United States,,170396029
1986,41,1,Alabama,,2869652
1986,81,2,Alaska,182526.0,351841
1986,61,3,Arizona,889668.0,2319046
1986,42,4,Arkansas,,1681564
1986,71,5,California,7617142.0,17166275
1986,62,6,Colorado,1096867.0,2309652
1986,1,7,Connecticut,1025605.0,2344327
1986,11,8,Delaware,165563.0,455609
1986,55,9,District of Columbia,134158.0,465993
1986,43,10,Florida,,8384015
1986,44,11,Georgia,,4300049
1986,82,12,Hawaii,344416.0,715459
1986,63,13,Idaho,392909.0,663126
1986,21,14,Illinois,3322657.0,7912733
1986,22,15,Indiana,1619005.0,3943714
1986,31,16,Iowa,922094.0,2020678
1986,32,17,Kansas,,1757001
1986,51,18,Kentucky,,2661218
1986,45,19,Louisiana,,3014498
1986,2,20,Maine,,858200
1986,52,21,Maryland,1161136.0,3216833
1986,3,22,Massachusetts,1777276.0,4326264
1986,23,23,Michigan,2468009.0,6520661
1986,33,24,Minnesota,1456579.0,3024070
1986,46,25,Mississippi,,1782721
1986,34,26,Missouri,,3655213
1986,64,27,Montana,326436.0,572113
1986,35,28,Nebraska,577916.0,1123099
1986,65,29,Nevada,264365.0,700192
1986,4,30,New Hampshire,257410.0,760526
1986,12,31,New Jersey,1639330.0,5396487
1986,66,32,New Mexico,408621.0,987220
1986,13,33,New York,4481718.0,12263480
1986,47,34,North Carolina,,4653016
1986,36,35,North Dakota,295177.0,473962
1986,24,36,Ohio,3628870.0,7781083
1986,53,37,Oklahoma,934447.0,2290182
1986,72,38,Oregon,1088140.0,1928782
1986,14,39,Pennsylvania,,8820459
1986,5,40,Rhode Island,322724.0,711034
1986,48,41,South Carolina,763493.0,2393329
1986,37,42,South Dakota,,492333
1986,54,43,Tennessee,,3478867
1986,49,44,Texas,,10786533
1986,67,45,Utah,445499.0,1024337
1986,6,46,Vermont,211709.0,389843
1986,40,47,Virginia,,4240797
1986,73,48,Washington,1358160.0,3151152
1986,56,49,West Virginia,449249.0,1370305
1986,25,50,Wisconsin,,3432034
1986,68,51,Wyoming,168615.0,328971
1984,0,0,United States,,167701904
1984,41,1,Alabama,,2831099
1984,81,2,Alaska,213173.0,343030
1984,61,3,Arizona,1051339.0,2151391
1984,42,4,Arkansas,,1668136
1984,71,5,California,9796375.0,16618345
1984,62,6,Colorado,1343437.0,2267668
1984,1,7,Connecticut,1490946.0,2300533
1984,11,8,Delaware,258182.0,442354
1984,55,9,District of Columbia,219193.0,471669
1984,43,10,Florida,,7976805
1984,44,11,Georgia,,4119852
1984,82,12,Hawaii,349253.0,694187
1984,63,13,Idaho,421935.0,662771
1984,21,14,Illinois,4969352.0,7922605
1984,22,15,Indiana,2268493.0,3916362
1984,31,16,Iowa,1339886.0,2057482
1984,32,17,Kansas,,1751223
1984,51,18,Kentucky,,2643027
1984,45,19,Louisiana,,3019930
1984,2,20,Maine,,840251
1984,52,21,Maryland,1695924.0,3113967
1984,3,22,Massachusetts,2595054.0,4273437
1984,23,23,Michigan,3884854.0,6407156
1984,33,24,Minnesota,2115317.0,2982015
1984,46,25,Mississippi,,1766654
1984,34,26,Missouri,,3617948
1984,64,27,Montana,395006.0,578925
1984,35,28,Nebraska,670781.0,1135012
1984,65,29,Nevada,294413.0,656862
1984,4,30,New Hampshire,406608.0,718967
1984,12,31,New Jersey,3215941.0,5318696
1984,66,32,New Mexico,522328.0,956246
1984,13,33,New York,7000828.0,12232120
1984,47,34,North Carolina,,4512013
1984,36,35,North Dakota,324179.0,482655
1984,24,36,Ohio,4664223.0,7732456
1984,53,37,Oklahoma,1290555.0,2324445
1984,72,38,Oregon,1265824.0,1906880
1984,14,39,Pennsylvania,,8790815
1984,5,40,Rhode Island,422851.0,697537
1984,48,41,South Carolina,1018701.0,2329080
1984,37,42,South Dakota,,494651
1984,54,43,Tennessee,,3415760
1984,49,44,Texas,,10582774
1984,67,45,Utah,641846.0,998820
1984,6,46,Vermont,235140.0,381479
1984,40,47,Virginia,,4100160
1984,73,48,Washington,1931546.0,3072714
1984,56,49,West Virginia,,1391427
1984,25,50,Wisconsin,,3409202
1984,68,51,Wyoming,196153.0,338733
1982,0,0,United States (Excl. Louisiana),,160466919
1982,41,1,Alabama,,2780689
1982,81,2,Alaska,199458.0,307558
1982,61,3,Arizona,742923.0,2017098
1982,42,4,Arkansas,,1639482
1982,71,5,California,8064314.0,16161555
1982,62,6,Colorado,1037774.0,2196263
1982,1,7,Connecticut,1112428.0,2253328
1982,11,8,Delaware,195726.0,430257
1982,55,9,District of Columbia,,470719
1982,43,10,Florida,,7565499
1982,44,11,Georgia,,3945107
1982,82,12,Hawaii,325459.0,671172
1982,63,13,Idaho,332237.0,650534
1982,21,14,Illinois,3856875.0,7908220
1982,22,15,Indiana,1834225.0,3879314
1982,31,16,Iowa,1050495.0,2068844
1982,32,17,Kansas,,1736298
1982,51,18,Kentucky,,2615445
1982,45,19,Louisiana,,2982702
1982,2,20,Maine,,817814
1982,52,21,Maryland,1190011.0,3034834
1982,3,22,Massachusetts,2103780.0,4184146
1982,23,23,Michigan,3135928.0,6357552
1982,33,24,Minnesota,1834737.0,2943169
1982,46,25,Mississippi,,1743267
1982,34,26,Missouri,,3567803
1982,64,27,Montana,328082.0,569629
1982,35,28,Nebraska,559422.0,1128918
1982,65,29,Nevada,242578.0,621060
1982,4,30,New Hampshire,289057.0,686264
1982,12,31,New Jersey,2286925.0,5224732
1982,66,32,New Mexico,417945.0,919311
1982,13,33,New York,5437367.0,12118685
1982,47,34,North Carolina,,4347870
1982,36,35,North Dakota,272876.0,476851
1982,24,36,Ohio,3551995.0,7692059
1982,53,37,Oklahoma,901488.0,2302670
1982,72,38,Oregon,1063913.0,1895706
1982,14,39,Pennsylvania,,8749931
1982,5,40,Rhode Island,370928.0,684977
1982,48,41,South Carolina,688300.0,2260577
1982,37,42,South Dakota,,489474
1982,54,43,Tennessee,,3357236
1982,49,44,Texas,,10228820
1982,67,45,Utah,537207.0,962724
1982,6,46,Vermont,172084.0,372982
1982,40,47,Virginia,,3960296
1982,73,48,Washington,1404831.0,2999997
1982,56,49,West Virginia,,1399303
1982,25,50,Wisconsin,,3372875
1982,68,51,Wyoming,172065.0,344218
1980,0,0,United States,,159635102
1980,41,1,Alabama,,2726249
1980,81,2,Alaska,162653.0,270122
1980,61,3,Arizona,898183.0,1890167
1980,42,4,Arkansas,,1610104
1980,71,5,California,8775459.0,15610966
1980,62,6,Colorado,1225549.0,2071959
1980,1,7,Connecticut,1423403.0,2201356
1980,11,8,Delaware,239136.0,421344
1980,55,9,District of Columbia,178434.0,470956
1980,43,10,Florida,,7088658
1980,44,11,Georgia,,3791652
1980,82,12,Hawaii,318026.0,646583
1980,63,13,Idaho,446045.0,633624
1980,21,14,Illinois,4868890.0,7868300
1980,22,15,Indiana,2275433.0,3846321
1980,31,16,Iowa,1314258.0,2070935
1980,32,17,Kansas,,1704420
1980,51,18,Kentucky,,2562572
1980,45,19,Louisiana,,2868792
1980,2,20,Maine,,799746
1980,52,21,Maryland,1557709.0,2964704
1980,3,22,Massachusetts,2566807.0,4110721
1980,23,23,Michigan,3978647.0,6374955
1980,33,24,Minnesota,2079451.0,2882406
1980,46,25,Mississippi,,1704163
1980,34,26,Missouri,,3529489
1980,64,27,Montana,371976.0,554636
1980,35,28,Nebraska,651281.0,1115142
1980,65,29,Nevada,297318.0,573118
1980,4,30,New Hampshire,402415.0,660560
1980,12,31,New Jersey,2999879.0,5123773
1980,66,32,New Mexico,464848.0,873515
1980,13,33,New York,6359218.0,12006100
1980,47,34,North Carolina,,4203817
1980,36,35,North Dakota,314525.0,462223
1980,24,36,Ohio,4378937.0,7637813
1980,53,37,Oklahoma,1172303.0,2162051
1980,72,38,Oregon,1209691.0,1880863
1980,14,39,Pennsylvania,,8664166
1980,5,40,Rhode Island,423349.0,675067
1980,48,41,South Carolina,922397.0,2176721
1980,37,42,South Dakota,,484328
1980,54,43,Tennessee,,3285608
1980,49,44,Texas,,9572904
1980,67,45,Utah,609691.0,915484
1980,6,46,Vermont,215500.0,363143
1980,40,47,Virginia,,3830887
1980,73,48,Washington,1772904.0,2923670
1980,56,49,West Virginia,742150.0,1387231
1980,25,50,Wisconsin,,3322053
1980,68,51,Wyoming,181004.0,326644
