set_num,name,year,theme_id,num_parts,img_url,inventory_id,quantity,id,version,_art_year
41165-1,Anna's Canoe Expedition,2019,687,108,https://cdn.rebrickable.com/media/sets/41165-1.jpg,,,39913,1,2019
41166-1,Elsa's Wagon Adventure,2019,687,116,https://cdn.rebrickable.com/media/sets/41166-1.jpg,,,39914,1,2019
41167-1,Arendelle Castle Village,2019,687,521,https://cdn.rebrickable.com/media/sets/41167-1.jpg,,,39915,1,2019
41168-1,Elsa's Jewelry Box Creation,2019,687,301,https://cdn.rebrickable.com/media/sets/41168-1.jpg,,,39916,1,2019
41169-1,Olaf,2019,687,122,https://cdn.rebrickable.com/media/sets/41169-1.jpg,,,39917,1,2019
4117-1,Fantastic Flyers & Cool Cars Bucket,2001,674,266,https://cdn.rebrickable.com/media/sets/4117-1.jpg,,,6225,1,2001
41171-1,Emily Jones & the Baby Wind Dragon,2016,600,80,https://cdn.rebrickable.com/media/sets/41171-1.jpg,,,2607,1,2016
41172-1,The Water Dragon Adventure,2016,600,212,https://cdn.rebrickable.com/media/sets/41172-1.jpg,,,12338,1,2016
41173-1,Elvendale School of Dragons,2016,600,231,https://cdn.rebrickable.com/media/sets/41173-1.jpg,,,2262,1,2016
41174-1,The Starlight Inn,2016,600,347,https://cdn.rebrickable.com/media/sets/41174-1.jpg,,,8257,1,2016
4117463-1,Cyber Saucer TRU 50 Years Forever Fun Bundle,1997,144,1,https://cdn.rebrickable.com/media/sets/4117463-1.jpg,,,4719,1,1997
41175-1,Fire Dragon's Lava Cave,2016,600,441,https://cdn.rebrickable.com/media/sets/41175-1.jpg,,,2972,1,2016
41176-1,The Secret Market Place,2016,600,701,https://cdn.rebrickable.com/media/sets/41176-1.jpg,,,5014,1,2016
41177-1,The Precious Crystal Mine,2016,600,273,https://cdn.rebrickable.com/media/sets/41177-1.jpg,,,4945,1,2016
41178-1,The Dragon Sanctuary,2016,600,588,https://cdn.rebrickable.com/media/sets/41178-1.jpg,,,10642,1,2016
41179-1,Queen Dragon's Rescue,2016,600,836,https://cdn.rebrickable.com/media/sets/41179-1.jpg,,,6774,1,2016
41180-1,Ragana's Magic Shadow Castle,2016,600,1016,https://cdn.rebrickable.com/media/sets/41180-1.jpg,,,11248,1,2016
4118-1,"Buildings, Mansions and Shops",2001,674,364,https://cdn.rebrickable.com/media/sets/4118-1.jpg,,,13910,1,2001
41181-1,Naida's Gondola & the Goblin Thief,2017,600,67,https://cdn.rebrickable.com/media/sets/41181-1.jpg,,,17827,1,2017
41182-1,The Capture of Sophie Jones,2017,600,226,https://cdn.rebrickable.com/media/sets/41182-1.jpg,,,17277,1,2017
41183-1,The Goblin King's Evil Dragon,2017,600,339,https://cdn.rebrickable.com/media/sets/41183-1.jpg,,,17785,1,2017
41184-1,Aira's Airship & the Amulet Chase,2017,600,343,https://cdn.rebrickable.com/media/sets/41184-1.jpg,,,16550,1,2017
41185-1,Magic Rescue from the Goblin Village,2017,600,637,https://cdn.rebrickable.com/media/sets/41185-1.jpg,,,17367,1,2017
41186-1,Azari & the Goblin Forest Escape,2017,600,145,https://cdn.rebrickable.com/media/sets/41186-1.jpg,,,19043,1,2017
41187-1,Rosalyn's Healing Hideout,2017,600,460,https://cdn.rebrickable.com/media/sets/41187-1.jpg,,,19029,1,2017
41188-1,Breakout from the Goblin King's Fortress,2017,600,696,https://cdn.rebrickable.com/media/sets/41188-1.jpg,,,19586,1,2017
41190-1,Emily Jones & the Eagle Getaway,2018,600,149,https://cdn.rebrickable.com/media/sets/41190-1.jpg,,,21572,1,2018
4119-1,Regular & Transparent Bricks,2001,674,234,https://cdn.rebrickable.com/media/sets/4119-1.jpg,,,5214,1,2001
41191-1,Naida & the Water Turtle Ambush,2018,600,205,https://cdn.rebrickable.com/media/sets/41191-1.jpg,,,21573,1,2018
41192-1,Azari & the Fire Lion Capture,2018,600,360,https://cdn.rebrickable.com/media/sets/41192-1.jpg,,,21574,1,2018
41193-1,Aira & the Song of the Wind Dragon,2018,600,451,https://cdn.rebrickable.com/media/sets/41193-1.jpg,,,21575,1,2018
41194-1,Noctura's Tower & the Earth Fox Rescue,2018,600,648,https://cdn.rebrickable.com/media/sets/41194-1.jpg,,,21576,1,2018
41195-1,Emily & Noctura's Showdown,2018,600,652,https://cdn.rebrickable.com/media/sets/41195-1.jpg,,,24645,1,2018
41196-1,The Elvenstar Tree Bat Attack,2018,600,883,https://cdn.rebrickable.com/media/sets/41196-1.jpg,,,24646,1,2018
4120-1,Fun and Cool Transportation,2001,674,608,https://cdn.rebrickable.com/media/sets/4120-1.jpg,,,14653,1,2001
4121-1,All Kinds of Animals,2001,674,174,https://cdn.rebrickable.com/media/sets/4121-1.jpg,,,15305,1,2001
4122-1,Basic Building Set,2000,470,201,https://cdn.rebrickable.com/media/sets/4122-1.jpg,,,9745,1,2000
41230-1,Batgirl Batjet Chase,2017,617,206,https://cdn.rebrickable.com/media/sets/41230-1.jpg,,,3352,1,2017
41231-1,Harley Quinn to the rescue,2016,617,217,https://cdn.rebrickable.com/media/sets/41231-1.jpg,,,2217,1,2016
41232-1,Super Hero High School,2017,617,712,https://cdn.rebrickable.com/media/sets/41232-1.jpg,,,9395,1,2017
41233-1,Lashina Tank,2017,617,145,https://cdn.rebrickable.com/media/sets/41233-1.jpg,,,16810,1,2017
41234-1,Bumblebee Helicopter,2017,617,142,https://cdn.rebrickable.com/media/sets/41234-1.jpg,,,2399,1,2017
41235-1,Wonder Woman Dorm,2017,617,186,https://cdn.rebrickable.com/media/sets/41235-1.jpg,,,3090,1,2017
41236-1,Harley Quinn Dorm,2017,617,176,https://cdn.rebrickable.com/media/sets/41236-1.jpg,,,19446,1,2017
41237-1,Batgirl Secret Bunker,2017,617,351,https://cdn.rebrickable.com/media/sets/41237-1.jpg,,,19447,1,2017
41238-1,Lena Luthor Kryptomite Factory,2017,617,432,https://cdn.rebrickable.com/media/sets/41238-1.jpg,,,19448,1,2017
41239-1,Eclipso Dark Palace,2017,617,1079,https://cdn.rebrickable.com/media/sets/41239-1.jpg,,,19449,1,2017
4124-1,Creator Advent Calendar 2001,2001,214,240,https://cdn.rebrickable.com/media/sets/4124-1.jpg,,,16031,1,2001
41250-1,Techno Reef Dance Party,2020,682,173,https://cdn.rebrickable.com/media/sets/41250-1.jpg,,,42545,1,2020
41251-1,Poppy’s Pod,2020,682,113,https://cdn.rebrickable.com/media/sets/41251-1.jpg,,,42540,1,2020
41252-1,Poppy's Hot Air Balloon Adventure,2020,682,260,https://cdn.rebrickable.com/media/sets/41252-1.jpg,,,42544,1,2020
41253-1,Lonesome Flats Raft Adventure,2020,682,170,https://cdn.rebrickable.com/media/sets/41253-1.jpg,,,42543,1,2020
41254-1,Volcano Rock City Concert,2020,682,397,https://cdn.rebrickable.com/media/sets/41254-1.jpg,,,42546,1,2020
41255-1,Pop Village Celebration,2020,682,385,https://cdn.rebrickable.com/media/sets/41255-1.jpg,,,42547,1,2020
41256-1,Rainbow Caterbus,2020,682,405,https://cdn.rebrickable.com/media/sets/41256-1.jpg,,,42679,1,2020
41258-1,Vibe City Concert,2020,682,504,https://cdn.rebrickable.com/media/sets/41258-1.jpg,,,68388,1,2020
4127417-1,Super Value Pack,1999,559,1,https://cdn.rebrickable.com/media/sets/4127417-1.jpg,,,35734,1,1999
4128-1,XL Freestyle Bucket,1997,399,657,https://cdn.rebrickable.com/media/sets/4128-1.jpg,,,8045,1,1997
41287-1,Bubbles Playground Showdown,2018,654,144,https://cdn.rebrickable.com/media/sets/41287-1.jpg,,,25490,1,2018
41288-1,Mojo Jojo Strikes,2018,654,224,https://cdn.rebrickable.com/media/sets/41288-1.jpg,,,25491,1,2018
41300-1,Puppy Championship,2017,494,200,https://cdn.rebrickable.com/media/sets/41300-1.jpg,,,11567,1,2017
4130-1,Freestyle Building Set,1995,399,37,https://cdn.rebrickable.com/media/sets/4130-1.jpg,,,12875,1,1995
41301-1,Puppy Parade,2017,494,145,https://cdn.rebrickable.com/media/sets/41301-1.jpg,,,6332,1,2017
41302-1,Puppy Pampering,2017,494,45,https://cdn.rebrickable.com/media/sets/41302-1.jpg,,,16742,1,2017
41303-1,Puppy Playground,2017,494,62,https://cdn.rebrickable.com/media/sets/41303-1.jpg,,,16747,1,2017
41304-1,Puppy Treats & Tricks,2017,494,45,https://cdn.rebrickable.com/media/sets/41304-1.jpg,,,16748,1,2017
41305-1,Emma's Photo Studio,2017,494,96,https://cdn.rebrickable.com/media/sets/41305-1.jpg,20344.0,1.0,16749,1,2017
41306-1,Mia's Beach Scooter,2017,494,79,https://cdn.rebrickable.com/media/sets/41306-1.jpg,20344.0,1.0,16750,1,2017
41307-1,Olivia's Creative Lab,2017,494,99,https://cdn.rebrickable.com/media/sets/41307-1.jpg,20344.0,1.0,16751,1,2017
41307-2,"Clikits Wallet, Hearts (Purple)",2008,501,0,https://cdn.rebrickable.com/media/sets/41307-2.jpg,,,92709,1,2008
41308-1,Stephanie's Friendship Cakes,2017,494,94,https://cdn.rebrickable.com/media/sets/41308-1.jpg,20344.0,1.0,16753,1,2017
41309-1,Andrea's Musical Duet,2017,494,86,https://cdn.rebrickable.com/media/sets/41309-1.jpg,20344.0,1.0,16754,1,2017
41310-1,Heartlake Gift Delivery,2017,494,185,https://cdn.rebrickable.com/media/sets/41310-1.jpg,,,16755,1,2017
4131-1,Freestyle Building Set,1995,399,71,https://cdn.rebrickable.com/media/sets/4131-1.jpg,,,3911,1,1995
41311-1,Heartlake Pizzeria,2017,494,305,https://cdn.rebrickable.com/media/sets/41311-1.jpg,,,16732,1,2017
41312-1,Heartlake Sports Center,2017,494,328,https://cdn.rebrickable.com/media/sets/41312-1.jpg,136373.0,1.0,16756,1,2017
41313-1,Heartlake Summer Pool,2017,494,589,https://cdn.rebrickable.com/media/sets/41313-1.jpg,,,15933,1,2017
41314-1,Stephanie's House,2017,494,640,https://cdn.rebrickable.com/media/sets/41314-1.jpg,,,16757,1,2017
41315-1,Heartlake Surf Shop,2017,494,186,https://cdn.rebrickable.com/media/sets/41315-1.jpg,136373.0,1.0,18411,1,2017
41316-1,Andrea's Speedboat Transporter,2017,494,309,https://cdn.rebrickable.com/media/sets/41316-1.jpg,136373.0,1.0,18410,1,2017
41317-1,Sunshine Catamaran,2017,494,603,https://cdn.rebrickable.com/media/sets/41317-1.jpg,,,19060,1,2017
41318-1,Heartlake Hospital,2017,494,880,https://cdn.rebrickable.com/media/sets/41318-1.jpg,,,18408,1,2017
41319-1,Snow Resort Hot Chocolate Van,2017,494,246,https://cdn.rebrickable.com/media/sets/41319-1.jpg,,,19119,1,2017
41320-1,Heartlake Frozen Yogurt Shop,2017,494,370,https://cdn.rebrickable.com/media/sets/41320-1.jpg,,,19229,1,2017
4132-1,Freestyle Building Set,1995,399,122,https://cdn.rebrickable.com/media/sets/4132-1.jpg,,,10727,1,1995
41321-1,Snow Resort Off-Roader,2017,494,141,https://cdn.rebrickable.com/media/sets/41321-1.jpg,,,19439,1,2017
41322-1,Snow Resort Ice Rink,2017,494,307,https://cdn.rebrickable.com/media/sets/41322-1.jpg,,,19497,1,2017
41323-1,Snow Resort Chalet,2017,494,402,https://cdn.rebrickable.com/media/sets/41323-1.jpg,,,19495,1,2017
41324-1,Snow Resort Ski Lift,2017,494,585,https://cdn.rebrickable.com/media/sets/41324-1.jpg,,,19228,1,2017
41325-1,Heartlake City Playground,2017,494,326,https://cdn.rebrickable.com/media/sets/41325-1.jpg,,,19703,1,2017
41326-1,Friends Advent Calendar 2017,2017,216,217,https://cdn.rebrickable.com/media/sets/41326-1.jpg,,,19738,1,2017
41327-1,Mia's Bedroom,2018,494,86,https://cdn.rebrickable.com/media/sets/41327-1.jpg,,,21125,1,2018
41328-1,Stephanie's Bedroom,2018,494,95,https://cdn.rebrickable.com/media/sets/41328-1.jpg,,,21124,1,2018
41329-1,Olivia's Deluxe Bedroom,2018,494,163,https://cdn.rebrickable.com/media/sets/41329-1.jpg,,,21123,1,2018
41330-1,Stephanie's Soccer Practice,2018,494,119,https://cdn.rebrickable.com/media/sets/41330-1.jpg,87523.0,1.0,21122,1,2018
4133-1,Small Freestyle Bucket,1995,399,137,https://cdn.rebrickable.com/media/sets/4133-1.jpg,,,1728,1,1995
41332-1,Emma's Art Stand,2018,494,210,https://cdn.rebrickable.com/media/sets/41332-1.jpg,,,21121,1,2018
41333-1,Olivia's Mission Vehicle,2018,494,223,https://cdn.rebrickable.com/media/sets/41333-1.jpg,136486.0,1.0,21120,1,2018
41334-1,Andrea's Park Performance,2018,494,229,https://cdn.rebrickable.com/media/sets/41334-1.jpg,,,21119,1,2018
41335-1,Mia's Tree House,2018,494,351,https://cdn.rebrickable.com/media/sets/41335-1.jpg,42832.0,1.0,21117,1,2018
41336-1,Emma's Art Café,2018,494,378,https://cdn.rebrickable.com/media/sets/41336-1.jpg,,,21116,1,2018
41337-1,Underwater Loop,2019,494,389,https://cdn.rebrickable.com/media/sets/41337-1.jpg,,,35038,1,2019
41338-1,Stephanie's Sports Arena,2018,494,460,https://cdn.rebrickable.com/media/sets/41338-1.jpg,,,21115,1,2018
41339-1,Mia's Camper Van,2018,494,489,https://cdn.rebrickable.com/media/sets/41339-1.jpg,136486.0,1.0,21114,1,2018
41340-1,Friendship House,2018,494,730,https://cdn.rebrickable.com/media/sets/41340-1.jpg,,,21113,1,2018
4134-1,Large Freestyle Bucket,1995,399,252,https://cdn.rebrickable.com/media/sets/4134-1.jpg,,,6102,1,1995
41341-1,Andrea's Bedroom,2018,494,85,https://cdn.rebrickable.com/media/sets/41341-1.jpg,,,24326,1,2018
41342-1,Emma's Deluxe Bedroom,2018,494,183,https://cdn.rebrickable.com/media/sets/41342-1.jpg,,,24327,1,2018
41343-1,Heartlake City Airplane Tour,2018,494,331,https://cdn.rebrickable.com/media/sets/41343-1.jpg,136486.0,1.0,25492,1,2018
41344-1,Andrea's Accessories Store,2018,494,294,https://cdn.rebrickable.com/media/sets/41344-1.jpg,,,24328,1,2018
41345-1,Heartlake City Pet Center,2018,494,483,https://cdn.rebrickable.com/media/sets/41345-1.jpg,,,24357,1,2018
41346-1,Friendship Box,2018,494,563,https://cdn.rebrickable.com/media/sets/41346-1.jpg,,,24329,1,2018
41347-1,Heartlake City Resort,2018,494,1019,https://cdn.rebrickable.com/media/sets/41347-1.jpg,136486.0,1.0,24333,1,2018
41348-1,Service & Care Truck,2018,494,255,https://cdn.rebrickable.com/media/sets/41348-1.jpg,,,24330,1,2018
41349-1,Drifting Diner,2018,494,345,https://cdn.rebrickable.com/media/sets/41349-1.jpg,,,24334,1,2018
41350-1,Spinning Brushes Car Wash,2018,494,325,https://cdn.rebrickable.com/media/sets/41350-1.jpg,,,25493,1,2018
4135-1,Freestyle Garden Friends,1996,399,121,https://cdn.rebrickable.com/media/sets/4135-1.jpg,,,12876,1,1996
41351-1,Creative Tuning Shop,2018,494,421,https://cdn.rebrickable.com/media/sets/41351-1.jpg,,,24331,1,2018
41352-1,The Big Race Day,2018,494,648,https://cdn.rebrickable.com/media/sets/41352-1.jpg,,,24332,1,2018
41353-1,Friends Advent Calendar 2018,2018,216,500,https://cdn.rebrickable.com/media/sets/41353-1.jpg,,,27296,1,2018
41354-1,Andrea's Heart Box,2019,494,84,https://cdn.rebrickable.com/media/sets/41354-1.jpg,,,30176,1,2019
41355-1,Emma's Heart Box,2019,494,85,https://cdn.rebrickable.com/media/sets/41355-1.jpg,,,30177,1,2019
41356-1,Stephanie's Heart Box,2019,494,85,https://cdn.rebrickable.com/media/sets/41356-1.jpg,,,30178,1,2019
41357-1,Olivia's Heart Box,2019,494,85,https://cdn.rebrickable.com/media/sets/41357-1.jpg,,,30179,1,2019
41358-1,Mia's Heart Box,2019,494,83,https://cdn.rebrickable.com/media/sets/41358-1.jpg,,,30180,1,2019
41359-1,Heart Box Friendship Pack,2019,494,199,https://cdn.rebrickable.com/media/sets/41359-1.jpg,,,30181,1,2019
41360-1,Emma's Mobile Vet Clinic,2019,494,50,https://cdn.rebrickable.com/media/sets/41360-1.jpg,,,30182,1,2019
41361-1,Mia’s Foal Stable,2019,494,119,https://cdn.rebrickable.com/media/sets/41361-1.jpg,,,30183,1,2019
41362-1,Heartlake City Supermarket,2019,494,139,https://cdn.rebrickable.com/media/sets/41362-1.jpg,,,35039,1,2019
41363-1,Mia's Forest Adventure,2019,494,134,https://cdn.rebrickable.com/media/sets/41363-1.jpg,,,30184,1,2019
41364-1,Stephanie's Buggy & Trailer,2019,494,166,https://cdn.rebrickable.com/media/sets/41364-1.jpg,,,30186,1,2019
41365-1,Emma's Art Studio,2019,494,235,https://cdn.rebrickable.com/media/sets/41365-1.jpg,,,30185,1,2019
41366-1,Olivia's Cupcake Cafe,2019,494,335,https://cdn.rebrickable.com/media/sets/41366-1.jpg,136495.0,1.0,30187,1,2019
41367-1,Stephanie's Horse Jumping,2019,494,352,https://cdn.rebrickable.com/media/sets/41367-1.jpg,,,30188,1,2019
41368-1,Andrea's Talent Show,2019,494,492,https://cdn.rebrickable.com/media/sets/41368-1.jpg,,,30189,1,2019
41369-1,Mia's House,2019,494,725,https://cdn.rebrickable.com/media/sets/41369-1.jpg,,,30175,1,2019
4137-1,Small Freestyle Clearpack,1997,399,127,https://cdn.rebrickable.com/media/sets/4137-1.jpg,,,8557,1,1997
41371-1,Mia’s Horse Trailer,2019,494,216,https://cdn.rebrickable.com/media/sets/41371-1.jpg,,,35037,1,2019
41372-1,Stephanie’s Gymnastics Show,2019,494,242,https://cdn.rebrickable.com/media/sets/41372-1.jpg,,,35036,1,2019
41373-1,Funny Octopus Ride,2019,494,324,https://cdn.rebrickable.com/media/sets/41373-1.jpg,,,35035,1,2019
41374-1,Andrea’s Pool Party,2019,494,468,https://cdn.rebrickable.com/media/sets/41374-1.jpg,,,35034,1,2019
41375-1,Heartlake City Amusement Pier,2019,494,1267,https://cdn.rebrickable.com/media/sets/41375-1.jpg,,,35033,1,2019
41376-1,Turtles Rescue Mission,2019,494,225,https://cdn.rebrickable.com/media/sets/41376-1.jpg,,,35063,1,2019
41378-1,Dolphins Rescue Mission,2019,494,374,https://cdn.rebrickable.com/media/sets/41378-1.jpg,,,35062,1,2019
41379-1,Heartlake City Restaurant,2019,494,640,https://cdn.rebrickable.com/media/sets/41379-1.jpg,,,34980,1,2019
41380-1,Lighthouse Rescue Center,2019,494,622,https://cdn.rebrickable.com/media/sets/41380-1.jpg,,,35061,1,2019
41381-1,Rescue Mission Boat,2019,494,928,https://cdn.rebrickable.com/media/sets/41381-1.jpg,,,35060,1,2019
41382-1,Friends Advent Calendar 2019,2019,216,330,https://cdn.rebrickable.com/media/sets/41382-1.jpg,,,37707,1,2019
41383-1,Olivia's Hamster Playground,2019,494,81,https://cdn.rebrickable.com/media/sets/41383-1.jpg,42832.0,1.0,30190,1,2019
41384-1,Andrea's Summer Heart Box,2019,494,83,https://cdn.rebrickable.com/media/sets/41384-1.jpg,,,35103,1,2019
41385-1,Emma's Summer Heart Box,2019,494,86,https://cdn.rebrickable.com/media/sets/41385-1.jpg,42832.0,1.0,35102,1,2019
41386-1,Stephanie's Summer Heart Box,2019,494,95,https://cdn.rebrickable.com/media/sets/41386-1.jpg,,,35101,1,2019
41387-1,Olivia's Summer Heart Box,2019,494,93,https://cdn.rebrickable.com/media/sets/41387-1.jpg,,,35100,1,2019
41388-1,Mia's Summer Heart Box,2019,494,85,https://cdn.rebrickable.com/media/sets/41388-1.jpg,,,35099,1,2019
41389-1,Ice Cream Cart,2020,494,97,https://cdn.rebrickable.com/media/sets/41389-1.jpg,,,42460,1,2020
41390-1,Andrea's Car & Stage,2020,494,240,https://cdn.rebrickable.com/media/sets/41390-1.jpg,,,42590,1,2020
4139-1,Freestyle Bucket,1997,399,249,https://cdn.rebrickable.com/media/sets/4139-1.jpg,,,7897,1,1997
41391-1,Heartlake City Hair Salon,2020,494,235,https://cdn.rebrickable.com/media/sets/41391-1.jpg,,,42461,1,2020
41392-1,Nature Glamping,2020,494,241,https://cdn.rebrickable.com/media/sets/41392-1.jpg,,,42462,1,2020
41393-1,Baking Competition,2020,494,361,https://cdn.rebrickable.com/media/sets/41393-1.jpg,,,42463,1,2020
41394-1,Heartlake City Hospital,2020,494,388,https://cdn.rebrickable.com/media/sets/41394-1.jpg,,,42464,1,2020
41395-1,Friendship Bus,2020,494,778,https://cdn.rebrickable.com/media/sets/41395-1.jpg,,,42465,1,2020
41396-1,Puppy Playground,2020,494,57,https://cdn.rebrickable.com/media/sets/41396-1.jpg,,,42467,1,2020
41397-1,Juice Truck,2020,494,103,https://cdn.rebrickable.com/media/sets/41397-1.jpg,,,42468,1,2020
41398-1,4+ Stephanie's House,2020,494,170,https://cdn.rebrickable.com/media/sets/41398-1.jpg,,,57869,1,2020
41400-1,Andrea’s Play Cube,2020,494,49,https://cdn.rebrickable.com/media/sets/41400-1.jpg,,,42485,1,2020
41401-1,Stephanie’s Play Cube,2020,494,44,https://cdn.rebrickable.com/media/sets/41401-1.jpg,,,42486,1,2020
41402-1,Olivia’s Play Cube,2020,494,40,https://cdn.rebrickable.com/media/sets/41402-1.jpg,,,42487,1,2020
