camis,dba,boro,zipcode,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,inspection_type,_art_year
50045348,MCDONALD'S,MANHATTAN,10028.0,American,05/12/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,8.0,,Cycle Inspection / Initial Inspection,2017
50001962,AROME,MANHATTAN,10007.0,American,08/29/2018,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,40.0,,Cycle Inspection / Initial Inspection,2018
41713240,FRESH MOJOILLA,QUEENS,11354.0,"Ice Cream, Gelato, Yogurt, Ices",05/20/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19.0,B,Cycle Inspection / Re-inspection,2015
41389364,VALIANO PIZZA,STATEN ISLAND,10314.0,Pizza,05/16/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9.0,A,Cycle Inspection / Initial Inspection,2016
40698823,UNION CAFE RESTAURANT,BROOKLYN,11215.0,American,03/28/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12.0,A,Cycle Inspection / Initial Inspection,2017
50000055,BANGKOK CUISINE,QUEENS,11375.0,Thai,06/30/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,52.0,,Cycle Inspection / Initial Inspection,2015
41452898,TIAA-CREF CAFETERIA,MANHATTAN,10017.0,American,01/10/2018,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,24.0,,Cycle Inspection / Compliance Inspection,2018
50080769,MANDI HOUSE,STATEN ISLAND,10301.0,Middle Eastern,11/20/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,Cycle Inspection / Initial Inspection,2018
50016758,FOUTA HALAL FOOD,BRONX,10472.0,African,05/30/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,,Cycle Inspection / Initial Inspection,2018
41594950,FAIRFIELD INN & SUITES,BROOKLYN,11217.0,American,01/30/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,Cycle Inspection / Initial Inspection,2018
50036480,EMPIRE CHINESE,BROOKLYN,11229.0,Chinese,04/03/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,Cycle Inspection / Initial Inspection,2018
50039487,CHENG JI RESTAURANT,QUEENS,11354.0,Chinese,03/07/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,38.0,,Cycle Inspection / Re-inspection,2018
50047414,THE PICNIC BASKET,MANHATTAN,10018.0,Sandwiches,10/10/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,48.0,C,Cycle Inspection / Re-inspection,2017
50002202,BEA,MANHATTAN,10036.0,American,02/03/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,25.0,B,Cycle Inspection / Re-inspection,2017
41498672,LEE CHUNG CAFE,MANHATTAN,10002.0,Chinese,06/08/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17.0,,Cycle Inspection / Initial Inspection,2018
40592181,MCDONALD'S,BRONX,10461.0,Hamburgers,04/26/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,11.0,A,Cycle Inspection / Re-inspection,2016
40958354,DELMAR PIZZERIA,BROOKLYN,11235.0,Pizza/Italian,05/01/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,16.0,,Cycle Inspection / Initial Inspection,2018
50075900,A & A BAKE AND DOUBLE SHOP,BROOKLYN,11216.0,Caribbean,12/06/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,Cycle Inspection / Initial Inspection,2018
41180275,QUALITY CHEF,BRONX,10461.0,Chinese,08/07/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,A,Cycle Inspection / Initial Inspection,2018
50042179,FAYE & KINGS EXPRESS,BROOKLYN,11203.0,Caribbean,02/10/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,29.0,,Pre-permit (Operational) / Initial Inspection,2016
50037688,NEW SUNNY RESTAURANT,BROOKLYN,11213.0,Chinese,09/10/2015,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,54.0,,Pre-permit (Operational) / Initial Inspection,2015
41343181,TAQUERIA DE LOS MUERTOS,BROOKLYN,11238.0,Mexican,02/03/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,52.0,,Cycle Inspection / Re-inspection,2016
50018226,ARMONDO'S ITALIAN RESTAURANT,QUEENS,11372.0,Italian,01/27/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18.0,,Cycle Inspection / Initial Inspection,2018
50052930,VIP KINGS BAKERY,BROOKLYN,11220.0,Bakery,08/16/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,34.0,,Pre-permit (Operational) / Initial Inspection,2016
41089876,SARABETH'S,MANHATTAN,10019.0,American,08/07/2018,Violations were cited in the following area(s).,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,37.0,,Cycle Inspection / Initial Inspection,2018
41439339,RANCHO LATINO RESTAURANT,QUEENS,11368.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",08/27/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,31.0,,Cycle Inspection / Initial Inspection,2015
41068312,EL ENCUENTRO RESTAURANT,QUEENS,11368.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",06/21/2018,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,2.0,A,Cycle Inspection / Re-inspection,2018
41702880,RAKU IT'S JAPANESE II,MANHATTAN,10023.0,Japanese,11/15/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,14.0,,Cycle Inspection / Initial Inspection,2017
50044940,BAGEL BOBS ON YORK,MANHATTAN,10028.0,Bagels/Pretzels,09/25/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20.0,,Cycle Inspection / Initial Inspection,2017
50068448,KUNG FU LITTLE STEAMED BUNS RAMEN,MANHATTAN,10022.0,Chinese,10/31/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,52.0,,Cycle Inspection / Initial Inspection,2018
41271417,SOUTH OF FRANCE,BRONX,10472.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",05/03/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,A,Cycle Inspection / Re-inspection,2016
41643561,JERUSALEM CAFE,MANHATTAN,10018.0,Jewish/Kosher,02/07/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,17.0,,Cycle Inspection / Initial Inspection,2017
50046648,NIMBOODA INDIAN CUISINE,BROOKLYN,11238.0,Indian,04/13/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,30.0,,Pre-permit (Operational) / Initial Inspection,2016
40369641,JOHNNY'S REEF RESTAURANT,BRONX,10464.0,Seafood,09/14/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,35.0,C,Cycle Inspection / Re-inspection,2017
41317448,EL RANCHITO POBLANO RESTAURANT,BROOKLYN,11226.0,Mexican,04/12/2018,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,9.0,A,Cycle Inspection / Re-inspection,2018
41247587,AU BON PAIN,QUEENS,11369.0,Sandwiches/Salads/Mixed Buffet,07/30/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,10.0,A,Cycle Inspection / Re-inspection,2015
50003433,SUSHI KATSUEI,BROOKLYN,11215.0,Japanese,04/21/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,A,Cycle Inspection / Initial Inspection,2017
41685823,ATOMIC WINGS,MANHATTAN,10007.0,Chicken,05/24/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,Cycle Inspection / Initial Inspection,2016
