camis,dba,boro,zipcode,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,inspection_type,_art_year
50068816,BROOKLYN PIZZA MARKET,BROOKLYN,11231.0,Pizza,09/28/2017,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,45.0,,Pre-permit (Operational) / Initial Inspection,2017
50009481,HOME 2 SUITES BY HILTON,QUEENS,11101.0,American,12/02/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12.0,A,Cycle Inspection / Initial Inspection,2016
50045851,ROAST KITCHEN,MANHATTAN,10018.0,American,09/28/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,A,Pre-permit (Operational) / Re-inspection,2016
41716292,DUNHILL CAFE,MANHATTAN,10036.0,American,12/03/2015,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,Smoke-Free Air Act / Initial Inspection,2015
41716904,HIGHLINE PIZZERIA,MANHATTAN,10001.0,Pizza,05/09/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,21.0,,Cycle Inspection / Initial Inspection,2017
50052466,MENCHIE'S FROZEN YOGURT,QUEENS,11385.0,"Ice Cream, Gelato, Yogurt, Ices",01/10/2018,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,12.0,A,Cycle Inspection / Initial Inspection,2018
40861252,SWEET & VICIOUS,MANHATTAN,10012.0,American,12/15/2015,Violations were cited in the following area(s).,15I,''''No Smoking and/or 'Smoking Permitted sign not conspicuously posted. Health warning not present on 'Smoking Permitted,Not Critical,,,Smoke-Free Air Act / Initial Inspection,2015
41589763,BISTRO MARKETPLACE/LIBERTY CATERING,MANHATTAN,10017.0,Delicatessen,02/29/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23.0,,Cycle Inspection / Initial Inspection,2016
50000310,LA CALENITA BAKERY,QUEENS,11373.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",05/25/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,30.0,,Cycle Inspection / Initial Inspection,2016
41667444,QDOBA MEXICAN GRILL,STATEN ISLAND,10314.0,Tex-Mex,04/25/2018,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,13.0,A,Cycle Inspection / Initial Inspection,2018
50052963,BOUTROS,BROOKLYN,11201.0,American,02/10/2017,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,13.0,A,Cycle Inspection / Initial Inspection,2017
41155833,HANKS SALOON,BROOKLYN,11217.0,"Bottled beverages, including water, sodas, juices, etc.",11/07/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,28.0,,Cycle Inspection / Initial Inspection,2018
50080006,Ocean Palace and Bar,STATEN ISLAND,10309.0,Chinese,08/06/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,31.0,,Pre-permit (Operational) / Initial Inspection,2018
50001044,ULTIMATE GRILL,BRONX,10469.0,Caribbean,07/12/2017,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,13.0,A,Cycle Inspection / Initial Inspection,2017
50009996,BE JUICE,MANHATTAN,10003.0,"Juice, Smoothies, Fruit Salads",07/31/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,67.0,,Cycle Inspection / Initial Inspection,2017
50054294,BOUCHERIE,MANHATTAN,10014.0,French,06/25/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10.0,A,Cycle Inspection / Re-inspection,2018
40402527,MADISON SQUARE,MANHATTAN,10010.0,American,03/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,Cycle Inspection / Initial Inspection,2017
41580873,JOLIE CANTINA,BROOKLYN,11231.0,French,04/10/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,A,Cycle Inspection / Initial Inspection,2018
41395378,STERLING KITCHEN (IN SEAT SVC BAR 1),QUEENS,,American,06/05/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20.0,,Cycle Inspection / Initial Inspection,2018
40720599,PEKING DUCK HOUSE,MANHATTAN,10013.0,Chinese,10/10/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11.0,A,Cycle Inspection / Re-inspection,2018
50071988,HALSEY BAR & GRILL,BROOKLYN,11234.0,American,03/20/2018,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,8.0,A,Cycle Inspection / Initial Inspection,2018
50063458,RUMA'S KITCHEN,QUEENS,11377.0,Indian,04/30/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12.0,A,Cycle Inspection / Initial Inspection,2018
50080865,ZU RANG,QUEENS,11358.0,Korean,10/19/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,30.0,Not Yet Graded,Pre-permit (Operational) / Initial Inspection,2018
41585056,CARACAS BEACH CAFE,QUEENS,11694.0,American,07/19/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,Cycle Inspection / Initial Inspection,2017
50037421,STEAK AND HOAGIES,MANHATTAN,10029.0,Chinese,02/24/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18.0,B,Cycle Inspection / Re-inspection,2016
40860476,RICE & BEANS LECHONERA,QUEENS,11428.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/10/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,18.0,,Cycle Inspection / Initial Inspection,2016
40579797,THINK SWEET CAFE,BROOKLYN,11223.0,Jewish/Kosher,06/22/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10.0,A,Cycle Inspection / Initial Inspection,2017
50016323,D' MONTAZO RESTAURANT,BROOKLYN,11237.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/09/2016,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,24.0,B,Cycle Inspection / Re-inspection,2016
40936347,SMITH'S TAVERN,BROOKLYN,11215.0,American,12/11/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26.0,,Cycle Inspection / Initial Inspection,2015
50016855,KABABISH,QUEENS,11372.0,Pakistani,04/07/2015,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,9.0,A,Cycle Inspection / Re-inspection,2015
50079690,NEW ADVENTURE RESTAURANT,BRONX,10463.0,Spanish,08/01/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,13.0,,Pre-permit (Operational) / Initial Inspection,2018
41100740,BIN 71,MANHATTAN,10023.0,French,04/23/2016,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,7.0,A,Cycle Inspection / Initial Inspection,2016
50075058,THE PIZZA MAN,BRONX,10459.0,Pizza,11/20/2018,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,26.0,Z,Cycle Inspection / Re-inspection,2018
50075273,RED PANDA RESTAURANT,QUEENS,11377.0,Asian,04/26/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,27.0,,Pre-permit (Operational) / Initial Inspection,2018
40933757,THE WORLD BAR,MANHATTAN,10017.0,American,09/20/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24.0,B,Cycle Inspection / Re-inspection,2018
50041653,BLACK SEED BAGELS,MANHATTAN,10009.0,Bagels/Pretzels,10/24/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,31.0,,Cycle Inspection / Initial Inspection,2016
41391463,BOBBY VAN'S GRILL,QUEENS,11430.0,American,03/08/2018,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,11.0,A,Cycle Inspection / Re-inspection,2018
50056234,DELICIAS TROPICAL,QUEENS,11372.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/09/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,17.0,,Pre-permit (Operational) / Initial Inspection,2016
41125700,GILDA'S RESTAURANT,QUEENS,11369.0,Peruvian,07/18/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11.0,A,Cycle Inspection / Re-inspection,2018
41422458,PROVINI CAFE,BROOKLYN,11215.0,Italian,05/11/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,53.0,,Cycle Inspection / Initial Inspection,2018
50051887,GOO GONG TAN,QUEENS,11354.0,Korean,10/19/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,32.0,,Pre-permit (Operational) / Initial Inspection,2016
50004189,RAIZES CHURRASCARIA,BROOKLYN,11222.0,Portuguese,04/19/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12.0,A,Cycle Inspection / Re-inspection,2016
50014338,HARMONY CAFE (LEHMAN COLLEGE)l,BRONX,10468.0,CafÃ©/Coffee/Tea,10/16/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11.0,A,Cycle Inspection / Initial Inspection,2018
40382802,PARNELL'S PUB,MANHATTAN,10022.0,Irish,04/14/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,14.0,,Cycle Inspection / Initial Inspection,2017
40645073,LA SABROSURA,BRONX,10452.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",03/15/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,35.0,C,Cycle Inspection / Re-inspection,2017
41510014,EL CANELAZO BAR RESTAURANT,QUEENS,11372.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/17/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,Cycle Inspection / Initial Inspection,2018
50041341,ASIAN FUSION,MANHATTAN,10027.0,Asian,04/05/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,20.0,,Cycle Inspection / Initial Inspection,2018
50056869,BAR 58,MANHATTAN,10019.0,American,05/02/2017,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,10.0,A,Cycle Inspection / Initial Inspection,2017
40955649,KOBRICK COFFEE CO.,MANHATTAN,10014.0,"Bottled beverages, including water, sodas, juices, etc.",08/14/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17.0,B,Cycle Inspection / Re-inspection,2017
50049008,TABLETIME,MANHATTAN,10017.0,American,04/20/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20.0,,Cycle Inspection / Initial Inspection,2018
40847025,EL PULGARCITO DE AMERICA,BROOKLYN,11208.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/21/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,30.0,C,Cycle Inspection / Re-inspection,2016
40424337,BAGEL WORKS,MANHATTAN,10065.0,Bagels/Pretzels,07/11/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,Cycle Inspection / Initial Inspection,2017
41657014,PICCOLO CAFE,MANHATTAN,10023.0,Italian,05/17/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,11.0,A,Cycle Inspection / Re-inspection,2018
40388808,TERESA'S RESTURANT,BROOKLYN,11201.0,Polish,10/03/2018,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,48.0,,Cycle Inspection / Initial Inspection,2018
41283831,SING SING KARAOKE,MANHATTAN,10003.0,"Bottled beverages, including water, sodas, juices, etc.",10/30/2018,Violations were cited in the following area(s).,15F,,Not Applicable,,,Smoke-Free Air Act / Initial Inspection,2018
50077976,PEKING GARDEN,BROOKLYN,11221.0,Chinese,08/03/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,40.0,,Pre-permit (Operational) / Initial Inspection,2018
50054637,BURGER KING,MANHATTAN,10029.0,Hamburgers,10/15/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,A,Cycle Inspection / Initial Inspection,2018
50071047,HUTCH & WALDO COFFEE,MANHATTAN,10028.0,CafÃ©/Coffee/Tea,08/06/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,17.0,,Cycle Inspection / Initial Inspection,2018
41674682,EL NUEVO CARIDAD RESTAURANT,MANHATTAN,,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",05/16/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19.0,,Cycle Inspection / Initial Inspection,2016
40692073,MEZCAL'S RESTAURANT,BROOKLYN,11231.0,Mexican,09/28/2017,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,Trans Fat / Initial Inspection,2017
50046158,ZEST SZECHUAN,MANHATTAN,10018.0,Chinese,08/16/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9.0,,Pre-permit (Operational) / Compliance Inspection,2016
41522735,COURT STREET GROCERS,BROOKLYN,11231.0,Delicatessen,07/05/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21.0,,Cycle Inspection / Initial Inspection,2017
50068508,KUNG FU TEA,QUEENS,11372.0,CafÃ©/Coffee/Tea,09/18/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,,Cycle Inspection / Initial Inspection,2018
50003977,GORILLA COFFEE,BROOKLYN,11217.0,CafÃ©/Coffee/Tea,09/20/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,34.0,,Cycle Inspection / Initial Inspection,2016
40681290,L & M ITALIAN DELI & CATERING,QUEENS,11106.0,Delicatessen,09/09/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13.0,,Cycle Inspection / Initial Inspection,2016
41441928,NEW DOUBLE DRAGON,MANHATTAN,10003.0,Chinese,05/09/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,Cycle Inspection / Re-inspection,2016
50046845,MIKES DELI RESTAURANT,BROOKLYN,11236.0,Delicatessen,04/28/2017,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,Administrative Miscellaneous / Re-inspection,2017
50065426,GELARTO,MANHATTAN,10009.0,"Ice Cream, Gelato, Yogurt, Ices",11/02/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,48.0,,Pre-permit (Operational) / Initial Inspection,2017
40393378,E.J LUNCHEONETTE,MANHATTAN,10021.0,American,07/12/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,31.0,,Cycle Inspection / Initial Inspection,2016
40676550,THE BLACK SHEEP,MANHATTAN,10016.0,Irish,01/14/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A,Cycle Inspection / Initial Inspection,2016
50064033,DOMINICAN VALLE RESTAURANT,BRONX,10467.0,Spanish,01/16/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16.0,,Cycle Inspection / Initial Inspection,2018
41453428,SPOT,MANHATTAN,10003.0,Bakery,03/01/2018,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,21.0,,Cycle Inspection / Initial Inspection,2018
50018118,LA LUPE,BROOKLYN,11206.0,Mexican,09/12/2017,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,27.0,,Cycle Inspection / Initial Inspection,2017
41507617,MR. TANG,BROOKLYN,11209.0,Chinese,10/02/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A,Cycle Inspection / Re-inspection,2018
50045370,LIN BAKERY & CAFE,BROOKLYN,11220.0,Bakery,01/25/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,22.0,,Pre-permit (Operational) / Initial Inspection,2016
50035439,MICHELLE RESTAURANT,MANHATTAN,10009.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/10/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,32.0,,Cycle Inspection / Re-inspection,2017
41702610,THE STRAND SMOKE HOUSE,QUEENS,11106.0,Barbecue,03/13/2018,Violations were cited in the following area(s).,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,62.0,,Cycle Inspection / Initial Inspection,2018
41381871,The Heritage Hotel,MANHATTAN,10010.0,American,12/15/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,Cycle Inspection / Initial Inspection,2015
50043369,COFFEE BREAK,MANHATTAN,10025.0,Bakery,01/12/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,18.0,,Pre-permit (Operational) / Initial Inspection,2016
50072946,SUENOS AMERICANO BAR RESTAURANT,QUEENS,,Spanish,04/10/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17.0,B,Pre-permit (Operational) / Re-inspection,2018
50002485,RPM,MANHATTAN,10002.0,American,05/10/2016,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,4.0,A,Cycle Inspection / Initial Inspection,2016
41633315,5 BORO BURGER,MANHATTAN,10018.0,American,04/09/2018,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,14.0,B,Cycle Inspection / Re-inspection,2018
50065197,BAJEKO SEKUWA,QUEENS,11104.0,Asian,07/11/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,29.0,C,Cycle Inspection / Re-inspection,2018
40887949,DANNY'S PIZZERIA & CAFE,BROOKLYN,11206.0,Pizza/Italian,10/21/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,56.0,,Cycle Inspection / Initial Inspection,2015
50017266,ALL ABOUT INDIAN FOOD,BROOKLYN,11206.0,Indian,02/28/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,24.0,,Cycle Inspection / Initial Inspection,2017
50007717,MY HOUSE,BROOKLYN,11235.0,American,10/16/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,57.0,,Cycle Inspection / Initial Inspection,2018
50071087,CARLOS AND GABBY'S,BRONX,10471.0,Mexican,12/14/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,23.0,,Pre-permit (Operational) / Initial Inspection,2017
41059709,"DUNKIN' DONUTS, BASKIN ROBBINS",BRONX,10452.0,Donuts,10/23/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,15.0,,Cycle Inspection / Initial Inspection,2017
50070279,China Kitchen,BRONX,10467.0,Chinese,09/24/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,19.0,,Cycle Inspection / Initial Inspection,2018
50061449,TANDIR KEBAB,BROOKLYN,11218.0,Eastern European,03/01/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,48.0,C,Cycle Inspection / Re-inspection,2018
50007697,CHICKEN PROVENCE,MANHATTAN,10016.0,French,09/28/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,25.0,,Cycle Inspection / Initial Inspection,2016
40365577,V & T RESTAURANT,MANHATTAN,10025.0,Italian,01/31/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,15.0,,Cycle Inspection / Initial Inspection,2017
41502750,MICHAEL & PING'S MODERN CHINESE TAKE-OUT,BROOKLYN,11215.0,Chinese,02/09/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,Cycle Inspection / Initial Inspection,2018
50057272,11 HANOVER GREEK,MANHATTAN,10005.0,Greek,09/28/2018,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,13.0,A,Cycle Inspection / Re-inspection,2018
40906867,SUBWAY,MANHATTAN,10001.0,Sandwiches,08/29/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,A,Cycle Inspection / Initial Inspection,2016
50081177,SUMNIMA KITCHEN,QUEENS,11377.0,Indian,08/21/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,Not Yet Graded,Pre-permit (Non-operational) / Initial Inspection,2018
41722071,BLUE MOUNTAIN GRILL,BRONX,10467.0,Caribbean,05/18/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,17.0,,Cycle Inspection / Initial Inspection,2017
